22	21
23	76
24	42
25	172
26	743
27	1197
28	2904
29	6898
30	9502
31	14014
32	24536
33	30386
34	28664
35	32572
36	39587
37	34097
38	37446
39	62547
40	116593
41	185459
42	262475
43	290180
44	286505
45	217242
46	154015
47	95691
48	67351
49	75674
50	117033
51	183709
52	258334
53	290796
54	295099
55	246784
56	177136
57	116579
58	74350
59	68107
60	86941
61	127386
62	187296
63	236437
64	256776
65	223767
66	156200
67	104355
68	66547
69	52849
70	55098
71	77218
72	110605
73	912
74	2058
75	300492
76	235801
77	187173
78	61303
79	45633
80	40785
81	49924
82	65777
83	87345
84	106889
85	112763
86	99846
87	79580
88	56325
89	40623
90	32527
91	32318
92	40786
93	52699
94	66359
95	73449
96	71765
97	60429
98	46054
99	34107
100	26806
101	23856
102	26374
103	32521
104	40922
105	49308
106	49239
107	45648
108	37058
109	28849
110	22337
111	19509
112	18793
113	22029
114	26451
115	32429
116	35435
117	35034
118	31539
119	25333
120	22235
121	19973
122	17933
123	17514
124	20525
125	23940
126	27325
127	30745
128	31281
129	30879
130	36772
131	42927
132	35706
133	26429
134	23017
135	24762
136	29930
137	44695
138	56574
139	50498
140	56582
141	73542
142	69763
143	55916
144	49945
145	48231
146	51072
147	59703
148	66044
149	60773
150	55671
151	64395
152	74505
153	82857
154	89606
155	99913
156	109723
157	116279
158	109862
159	89927
160	68485
161	62897
162	69809
163	86244
164	108278
165	135395
166	167499
167	186895
168	176326
169	138068
170	97840
171	75360
172	68142
173	76669
174	94566
175	120768
176	145838
177	163068
178	157884
179	137339
180	109171
181	84923
182	71534
183	69929
184	76465
185	88308
186	102160
187	113116
188	118818
189	112656
190	98106
191	83373
192	72812
193	66619
194	66041
195	69600
196	73931
197	79201
198	84357
199	83734
200	77828
201	71390
202	65202
203	60031
204	57351
205	56392
206	56039
207	57525
208	58358
209	58035
210	56118
211	53395
212	51170
213	47997
214	45912
215	43042
216	41714
217	40521
218	39821
219	39145
220	37817
221	37018
222	35617
223	34055
224	32708
225	31152
226	29181
227	27945
228	26331
229	25652
230	25059
231	23976
232	23559
233	22967
234	22245
235	21319
236	20080
237	18704
238	17423
239	16497
240	15750
241	15398
242	15041
243	14447
244	14001
245	13892
246	12776
247	12340
248	11280
249	10541
250	10020
251	9489
252	9437
253	9110
254	9097
255	8859
256	8439
257	7623
258	7277
259	7086
260	6386
261	6263
262	6025
263	5856
264	5653
265	5444
266	5173
267	5190
268	4867
269	4442
270	4248
271	4034
272	3888
273	3907
274	3814
275	3580
276	3505
277	3503
278	3476
279	3420
280	3170
281	3214
282	2967
283	2840
284	2707
285	2674
286	2603
