pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.03	1354	187247	138.29
9.60	5.78	1533	211668	138.07
9.30	5.54	1766	244290	138.33
9.00	5.31	2186	298371	136.49
8.70	5.12	2559	348397	136.15
8.40	4.89	3026	411114	135.86
8.10	4.65	3548	481501	135.71
7.80	4.40	4123	559556	135.72
7.50	4.22	5558	739136	132.99
7.20	4.02	6607	880841	133.32
6.90	3.79	7868	1051103	133.59
6.60	3.54	9218	1241122	134.64
6.30	3.30	10906	1480693	135.77
6.00	3.19	15805	2104759	133.17
5.70	2.96	18934	2536511	133.97
5.40	2.72	22822	3087396	135.28
5.10	2.48	26891	3682228	136.93
4.80	2.30	42398	5697177	134.37
4.50	2.17	52404	7140503	136.26
4.20	1.94	63064	8737442	138.55
3.90	1.70	74475	10523599	141.30
3.60	1.48	127383	17758605	139.41
3.30	1.42	161182	22997736	142.68
3.00	1.19	193605	28327661	146.32
2.70	0.95	226456	34125960	150.70
2.40	0.77	445625	67524927	151.53
2.10	0.72	556257	87894384	158.01
1.80	0.49	650112	107345790	165.12
1.50	0.23	718313	123936471	172.54
1.20	0.20	1687867	326882843	193.67
0.90	0.07	1903117	399109437	209.71
0.60	0.00	1184078	2197033205	1855.48
0.30	0.00	208318	2873107836	13791.93
