pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.18	37149	7469802	201.08
9.60	7.04	37149	7469802	201.08
9.30	6.74	37149	7469802	201.08
9.00	6.44	37149	7469802	201.08
8.70	6.14	37149	7469802	201.08
8.40	5.84	37149	7469802	201.08
8.10	5.76	61199	12850640	209.98
7.80	5.46	61199	12850640	209.98
7.50	5.16	61199	12850640	209.98
7.20	4.86	61199	12850640	209.98
6.90	4.56	61199	12850640	209.98
6.60	4.50	107173	23505707	219.32
6.30	4.20	107173	23505707	219.32
6.00	3.90	107173	23505707	219.32
5.70	3.60	107173	23505707	219.32
5.40	3.35	196277	45411397	231.36
5.10	3.26	196277	45411397	231.36
4.80	2.96	196277	45411397	231.36
4.50	2.66	196277	45411397	231.36
4.20	2.36	196277	45411397	231.36
3.90	2.24	368077	92157810	250.38
3.60	2.02	368077	92157810	250.38
3.30	1.72	368077	92157810	250.38
3.00	1.42	368077	92157810	250.38
2.70	1.24	677098	191902878	283.42
2.40	1.09	677098	191902878	283.42
2.10	0.79	677098	191902878	283.42
1.80	0.49	677098	191902878	283.42
1.50	0.37	1196409	420898384	351.80
1.20	0.20	1196409	420898384	351.80
0.90	0.00	1196409	420898384	351.80
