pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.26	29524	8591625	291.00
9.60	6.96	29524	8591625	291.00
9.30	6.74	42200	12834222	304.13
9.00	6.54	42200	12834222	304.13
8.70	6.24	42200	12834222	304.13
8.40	5.94	42200	12834222	304.13
8.10	5.64	42200	12834222	304.13
7.80	5.43	62157	19790818	318.40
7.50	5.24	62157	19790818	318.40
7.20	4.94	62157	19790818	318.40
6.90	4.64	62157	19790818	318.40
6.60	4.34	62157	19790818	318.40
6.30	4.19	98004	32296719	329.54
6.00	3.95	98004	32296719	329.54
5.70	3.65	98004	32296719	329.54
5.40	3.35	98004	32296719	329.54
5.10	3.05	98004	32296719	329.54
4.80	3.00	167126	56978565	340.93
4.50	2.70	167126	56978565	340.93
4.20	2.40	167126	56978565	340.93
3.90	2.10	167126	56978565	340.93
3.60	2.01	308111	110695543	359.27
3.30	1.77	308111	110695543	359.27
3.00	1.47	308111	110695543	359.27
2.70	1.17	308111	110695543	359.27
2.40	1.08	588013	235482191	400.47
2.10	0.85	588013	235482191	400.47
1.80	0.55	588013	235482191	400.47
1.50	0.30	1070643	540710748	505.03
1.20	0.28	1070643	540710748	505.03
0.90	0.00	1070643	540710748	505.03
