pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.81	307	73372	239.00
9.60	5.58	367	87460	238.31
9.30	5.35	456	109435	239.99
9.00	5.16	550	132991	241.80
8.70	4.94	684	166632	243.61
8.40	4.70	800	196201	245.25
8.10	4.47	992	242594	244.55
7.80	4.25	1250	307170	245.74
7.50	4.08	1638	404604	247.01
7.20	3.85	2014	500675	248.60
6.90	3.63	2524	632467	250.58
6.60	3.40	3107	782415	251.82
6.30	3.26	4366	1093312	250.42
6.00	3.04	5459	1384605	253.64
5.70	2.81	6857	1763562	257.19
5.40	2.59	8478	2213917	261.14
5.10	2.47	12683	3291821	259.55
4.80	2.26	15958	4212976	264.00
4.50	2.04	20163	5413038	268.46
4.20	1.81	24821	6800261	273.97
3.90	1.72	41221	11158430	270.70
3.60	1.52	52128	14399991	276.24
3.30	1.30	64623	18305394	283.26
3.00	1.10	113952	31996423	280.79
2.70	1.02	147618	42670303	289.06
2.40	0.81	186140	55738160	299.44
2.10	0.58	219472	68350925	311.43
1.80	0.54	448394	143531052	320.10
1.50	0.36	548458	186484220	340.02
1.20	0.12	619864	224154766	361.62
0.90	0.10	1279840	548174364	428.31
0.60	0.00	1387785	664079222	478.52
0.30	0.00	319188	2788277388	8735.53
