pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.14	14688	2653363	180.65
9.60	6.88	16127	2927524	181.53
9.30	6.61	17737	3238332	182.57
9.00	6.35	19514	3583627	183.64
8.70	6.08	23228	4260218	183.41
8.40	5.87	25839	4770908	184.64
8.10	5.60	28678	5327749	185.78
7.80	5.34	31563	5905101	187.09
7.50	5.07	34626	6533986	188.70
7.20	4.87	43289	8146171	188.18
6.90	4.61	48014	9122724	190.00
6.60	4.35	52736	10105567	191.63
6.30	4.08	57542	11127697	193.38
6.00	3.89	73975	14284621	193.10
5.70	3.63	82482	16088392	195.05
5.40	3.37	91136	17978034	197.27
5.10	3.11	100023	19976372	199.72
4.80	2.93	133142	26546491	199.38
4.50	2.67	149417	30201320	202.13
4.20	2.41	164972	33840717	205.13
3.90	2.15	180703	37612847	208.15
3.60	1.98	252414	52683077	208.72
3.30	1.73	281151	59738850	212.48
3.00	1.47	308465	66802032	216.56
2.70	1.31	437887	95979071	219.19
2.40	1.06	491946	110588612	224.80
2.10	0.80	541617	125130193	231.03
1.80	0.64	781905	186319605	238.29
1.50	0.41	880178	218285185	248.00
1.20	0.15	954891	246645252	258.30
0.90	0.04	1440968	407799170	283.00
0.60	0.00	1575353	482630014	306.36
0.30	0.00	562807	2620441039	4656.02
