pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.87	7896	3792437	480.30
9.60	6.75	12130	6258070	515.92
9.30	6.47	12130	6258070	515.92
9.00	6.17	12130	6258070	515.92
8.70	5.87	12130	6258070	515.92
8.40	5.65	18807	10355546	550.62
8.10	5.48	18807	10355546	550.62
7.80	5.18	18807	10355546	550.62
7.50	4.88	18807	10355546	550.62
7.20	4.60	29609	17538877	592.35
6.90	4.49	29609	17538877	592.35
6.60	4.19	29609	17538877	592.35
6.30	3.89	29609	17538877	592.35
6.00	3.60	48059	30756536	639.97
5.70	3.53	48059	30756536	639.97
5.40	3.23	48059	30756536	639.97
5.10	2.93	48059	30756536	639.97
4.80	2.69	80985	56022017	691.76
4.50	2.59	80985	56022017	691.76
4.20	2.29	80985	56022017	691.76
3.90	1.99	80985	56022017	691.76
3.60	1.86	147549	110189881	746.80
3.30	1.67	147549	110189881	746.80
3.00	1.37	147549	110189881	746.80
2.70	1.13	291111	239858137	823.94
2.40	1.09	291111	239858137	823.94
2.10	0.79	291111	239858137	823.94
1.80	0.53	560899	576029917	1026.98
1.50	0.53	560899	576029917	1026.98
1.20	0.24	560899	576029917	1026.98
0.90	0.09	755683	1395507795	1846.68
0.60	0.02	755683	1395507795	1846.68
