pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.13	1048	336810	321.38
9.60	5.83	1048	336810	321.38
9.30	5.71	2479	855194	344.98
9.00	5.57	2479	855194	344.98
8.70	5.27	2479	855194	344.98
8.40	4.97	2479	855194	344.98
8.10	4.67	2479	855194	344.98
7.80	4.55	6229	2400128	385.32
7.50	4.45	6229	2400128	385.32
7.20	4.15	6229	2400128	385.32
6.90	3.85	6229	2400128	385.32
6.60	3.55	6229	2400128	385.32
6.30	3.48	16400	6879640	419.49
6.00	3.35	16400	6879640	419.49
5.70	3.05	16400	6879640	419.49
5.40	2.75	16400	6879640	419.49
5.10	2.50	44146	20877851	472.93
4.80	2.50	44146	20877851	472.93
4.50	2.27	44146	20877851	472.93
4.20	1.97	44146	20877851	472.93
3.90	1.67	44146	20877851	472.93
3.60	1.63	123917	67234596	542.58
3.30	1.52	123917	67234596	542.58
3.00	1.22	123917	67234596	542.58
2.70	0.92	123917	67234596	542.58
2.40	0.88	347989	234602809	674.17
2.10	0.81	347989	234602809	674.17
1.80	0.51	347989	234602809	674.17
1.50	0.27	743331	830260141	1116.95
1.20	0.27	743331	830260141	1116.95
0.90	0.11	743331	830260141	1116.95
