pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.63	6652	938144	141.03
9.60	6.41	7514	1059199	140.96
9.30	6.15	8232	1165817	141.62
9.00	5.89	9068	1288818	142.13
8.70	5.63	10074	1437235	142.67
8.40	5.37	11059	1588608	143.65
8.10	5.11	12086	1749405	144.75
7.80	4.92	14403	2055200	142.69
7.50	4.67	16272	2327673	143.05
7.20	4.41	18054	2604257	144.25
6.90	4.15	19924	2899440	145.52
6.60	3.89	22128	3252597	146.99
6.30	3.68	27961	4001222	143.10
6.00	3.48	32060	4615393	143.96
5.70	3.23	36063	5233915	145.13
5.40	2.98	40619	5957049	146.66
5.10	2.72	44973	6688307	148.72
4.80	2.47	64777	9229044	142.47
4.50	2.35	74633	10737878	143.88
4.20	2.11	87580	12765428	145.76
3.90	1.86	98817	14666719	148.42
3.60	1.59	108912	16481400	151.33
3.30	1.38	186763	27028957	144.72
3.00	1.28	222495	32874510	147.75
2.70	1.03	255712	38741801	151.51
2.40	0.78	285995	44646084	156.11
2.10	0.51	306957	49248364	160.44
1.80	0.45	702086	117092929	166.78
1.50	0.29	818281	143366937	175.21
1.20	0.03	893471	163621245	183.13
0.90	0.00	927288	175260148	189.00
0.60	0.00	265732	2770578923	10426.21
0.30	0.00	40898	2967920997	72568.85
