pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.70	5237	1897558	362.34
9.60	6.40	5237	1897558	362.34
9.30	6.10	5237	1897558	362.34
9.00	5.88	9855	3871104	392.81
8.70	5.77	9855	3871104	392.81
8.40	5.47	9855	3871104	392.81
8.10	5.17	9855	3871104	392.81
7.80	4.87	9855	3871104	392.81
7.50	4.81	18708	8020922	428.74
7.20	4.54	18708	8020922	428.74
6.90	4.24	18708	8020922	428.74
6.60	3.94	18708	8020922	428.74
6.30	3.81	35935	17019440	473.62
6.00	3.63	35935	17019440	473.62
5.70	3.33	35935	17019440	473.62
5.40	3.03	35935	17019440	473.62
5.10	2.88	69539	36840149	529.78
4.80	2.73	69539	36840149	529.78
4.50	2.43	69539	36840149	529.78
4.20	2.13	69539	36840149	529.78
3.90	2.02	137794	82389104	597.92
3.60	1.85	137794	82389104	597.92
3.30	1.55	137794	82389104	597.92
3.00	1.27	277800	193725337	697.36
2.70	1.27	277800	193725337	697.36
2.40	1.00	277800	193725337	697.36
2.10	0.70	277800	193725337	697.36
1.80	0.63	538570	480751364	892.64
1.50	0.47	538570	480751364	892.64
1.20	0.17	538570	480751364	892.64
0.90	0.13	786843	1206921579	1533.88
0.60	0.00	786843	1206921579	1533.88
