pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.85	9458	2916443	308.36
9.60	6.55	9458	2916443	308.36
9.30	6.39	16148	5313650	329.06
9.00	6.19	16148	5313650	329.06
8.70	5.89	16148	5313650	329.06
8.40	5.59	16148	5313650	329.06
8.10	5.29	16148	5313650	329.06
7.80	5.24	28655	10053102	350.83
7.50	4.94	28655	10053102	350.83
7.20	4.64	28655	10053102	350.83
6.90	4.34	28655	10053102	350.83
6.60	4.20	51628	19500562	377.71
6.30	4.01	51628	19500562	377.71
6.00	3.71	51628	19500562	377.71
5.70	3.41	51628	19500562	377.71
5.40	3.20	95911	39229702	409.02
5.10	3.09	95911	39229702	409.02
4.80	2.79	95911	39229702	409.02
4.50	2.49	95911	39229702	409.02
4.20	2.29	184923	82964306	448.64
3.90	2.19	184923	82964306	448.64
3.60	1.89	184923	82964306	448.64
3.30	1.59	184923	82964306	448.64
3.00	1.47	362956	186146526	512.86
2.70	1.31	362956	186146526	512.86
2.40	1.01	362956	186146526	512.86
2.10	0.76	674230	436648447	647.63
1.80	0.74	674230	436648447	647.63
1.50	0.44	674230	436648447	647.63
1.20	0.19	985646	1001761814	1016.35
0.90	0.18	985646	1001761814	1016.35
0.60	0.00	985646	1001761814	1016.35
