pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.98	14591	5002157	342.82
9.60	6.76	14591	5002157	342.82
9.30	6.46	14591	5002157	342.82
9.00	6.16	14591	5002157	342.82
8.70	5.86	14591	5002157	342.82
8.40	5.76	25025	9041809	361.31
8.10	5.50	25025	9041809	361.31
7.80	5.20	25025	9041809	361.31
7.50	4.90	25025	9041809	361.31
7.20	4.61	44859	17049316	380.06
6.90	4.56	44859	17049316	380.06
6.60	4.26	44859	17049316	380.06
6.30	3.96	44859	17049316	380.06
6.00	3.66	44859	17049316	380.06
5.70	3.54	83674	33690088	402.64
5.40	3.33	83674	33690088	402.64
5.10	3.03	83674	33690088	402.64
4.80	2.73	83674	33690088	402.64
4.50	2.55	162787	70535050	433.30
4.20	2.43	162787	70535050	433.30
3.90	2.13	162787	70535050	433.30
3.60	1.83	162787	70535050	433.30
3.30	1.66	319719	155510998	486.40
3.00	1.54	319719	155510998	486.40
2.70	1.24	319719	155510998	486.40
2.40	0.94	319719	155510998	486.40
2.10	0.88	601972	356003743	591.40
1.80	0.67	601972	356003743	591.40
1.50	0.37	601972	356003743	591.40
1.20	0.23	957110	810781320	847.11
0.90	0.12	957110	810781320	847.11
0.60	0.00	957110	810781320	847.11
