pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.02	17752	4525139	254.91
9.60	6.72	17752	4525139	254.91
9.30	6.42	17752	4525139	254.91
9.00	6.21	28076	7445699	265.20
8.70	6.04	28076	7445699	265.20
8.40	5.74	28076	7445699	265.20
8.10	5.44	28076	7445699	265.20
7.80	5.14	28076	7445699	265.20
7.50	4.98	47344	12961354	273.77
7.20	4.79	47344	12961354	273.77
6.90	4.49	47344	12961354	273.77
6.60	4.19	47344	12961354	273.77
6.30	3.89	47344	12961354	273.77
6.00	3.83	85702	24140352	281.68
5.70	3.56	85702	24140352	281.68
5.40	3.26	85702	24140352	281.68
5.10	2.96	85702	24140352	281.68
4.80	2.77	168862	49446774	292.82
4.50	2.65	168862	49446774	292.82
4.20	2.35	168862	49446774	292.82
3.90	2.05	168862	49446774	292.82
3.60	1.82	356601	112641409	315.88
3.30	1.77	356601	112641409	315.88
3.00	1.47	356601	112641409	315.88
2.70	1.17	356601	112641409	315.88
2.40	0.98	745640	277910276	372.71
2.10	0.90	745640	277910276	372.71
1.80	0.60	745640	277910276	372.71
1.50	0.30	745640	277910276	372.71
1.20	0.28	1340846	702371549	523.83
0.90	0.06	1340846	702371549	523.83
