pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.86	440	94489	214.75
9.60	5.62	512	110014	214.87
9.30	5.37	578	124195	214.87
9.00	5.13	691	149913	216.95
8.70	4.89	834	182190	218.45
8.40	4.69	1010	220139	217.96
8.10	4.45	1239	271977	219.51
7.80	4.23	1518	332976	219.35
7.50	3.99	1799	395763	219.99
7.20	3.80	2345	513198	218.85
6.90	3.59	2825	620518	219.65
6.60	3.37	3534	781905	221.25
6.30	3.15	4379	978978	223.56
6.00	2.92	5313	1197054	225.31
5.70	2.79	7780	1736805	223.24
5.40	2.57	9716	2197562	226.18
5.10	2.35	12125	2773672	228.76
4.80	2.12	14769	3426187	231.99
4.50	2.00	23829	5468030	229.47
4.20	1.82	30829	7191704	233.28
3.90	1.61	38771	9218056	237.76
3.60	1.38	46681	11318834	242.47
3.30	1.27	87071	20870182	239.69
3.00	1.13	111262	27359581	245.90
2.70	0.92	138941	35223463	253.51
2.40	0.68	164893	43156334	261.72
2.10	0.65	364678	96344120	264.19
1.80	0.50	451326	125092956	277.17
1.50	0.27	523314	152530875	291.47
1.20	0.16	1220522	395931024	324.39
0.90	0.14	1447726	522506178	360.92
0.60	0.00	1512655	586284576	387.59
0.30	0.00	156205	2858787824	18301.51
