pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.94	11746	1356527	115.49
9.60	6.70	12888	1495269	116.02
9.30	6.43	14090	1639151	116.33
9.00	6.17	15437	1806799	117.04
8.70	5.90	16847	1985470	117.85
8.40	5.63	18271	2164619	118.47
8.10	5.45	23168	2688000	116.02
7.80	5.19	25537	2973895	116.45
7.50	4.93	28049	3292726	117.39
7.20	4.66	30905	3657370	118.34
6.90	4.39	33299	3974495	119.36
6.60	4.23	45197	5260796	116.40
6.30	3.97	50483	5916411	117.20
6.00	3.71	56355	6664935	118.27
5.70	3.45	62170	7417919	119.32
5.40	3.22	87101	10147872	116.51
5.10	3.04	99266	11675681	117.62
4.80	2.78	112556	13398248	119.04
4.50	2.52	124505	15019460	120.63
4.20	2.25	136257	16681628	122.43
3.90	2.12	208360	25075641	120.35
3.60	1.87	238512	29233685	122.57
3.30	1.61	267013	33356237	124.92
3.00	1.35	292607	37265218	127.36
2.70	1.18	465015	59405831	127.75
2.40	0.97	535321	70314234	131.35
2.10	0.72	599304	81071545	135.28
1.80	0.45	647622	90157700	139.21
1.50	0.34	1133892	169979615	149.91
1.20	0.13	1309844	208785880	159.40
0.90	0.00	1407373	235962740	167.66
0.60	0.00	721099	2372698095	3290.39
0.30	0.00	88642	2907647175	32802.14
