pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.76	2526	705953	279.47
9.60	6.55	3072	857029	278.98
9.30	6.30	3542	991340	279.88
9.00	6.05	4120	1156559	280.72
8.70	5.80	4713	1334171	283.08
8.40	5.60	5922	1669158	281.86
8.10	5.35	6796	1928397	283.75
7.80	5.10	7836	2242653	286.20
7.50	4.85	9090	2632347	289.59
7.20	4.67	11841	3406802	287.71
6.90	4.42	13719	3981778	290.24
6.60	4.17	15805	4629169	292.89
6.30	3.91	18167	5385696	296.45
6.00	3.74	24508	7207081	294.07
5.70	3.49	28536	8497133	297.77
5.40	3.24	32795	9881430	301.31
5.10	3.07	45264	13516918	298.62
4.80	2.83	52985	16052019	302.95
4.50	2.58	61453	18917276	307.83
4.20	2.33	69932	21937692	313.70
3.90	2.18	101973	31756460	311.42
3.60	1.93	117855	37487970	318.09
3.30	1.67	133966	43590471	325.38
3.00	1.53	201074	65644237	326.47
2.70	1.29	232170	77949049	335.74
2.40	1.03	261416	90426325	345.91
2.10	0.90	396056	140305386	354.26
1.80	0.65	452035	166677029	368.73
1.50	0.42	658059	255388115	388.09
1.20	0.27	751773	309734576	412.01
0.90	0.02	820977	360421758	439.02
0.60	0.00	1162647	590602518	507.98
0.30	0.00	685067	2352258060	3433.62
