pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.42	2281	520038	227.99
9.60	6.17	2593	597790	230.54
9.30	5.95	3121	718037	230.07
9.00	5.70	3602	833681	231.45
8.70	5.46	4154	967093	232.81
8.40	5.21	4768	1121927	235.30
8.10	5.00	5807	1368037	235.58
7.80	4.76	6736	1598827	237.36
7.50	4.51	7784	1864370	239.51
7.20	4.27	9101	2200322	241.77
6.90	4.08	11413	2756212	241.50
6.60	3.84	13468	3279218	243.48
6.30	3.60	15827	3901422	246.50
6.00	3.35	18263	4565983	250.01
5.70	3.18	23796	5920352	248.80
5.40	2.94	27938	7051849	252.41
5.10	2.71	32989	8462235	256.52
4.80	2.46	38182	9973792	261.22
4.50	2.31	52742	13626425	258.36
4.20	2.08	62921	16553621	263.09
3.90	1.84	73413	19667585	267.90
3.60	1.66	108109	28663616	265.14
3.30	1.48	129103	34884290	270.21
3.00	1.25	152056	42108502	276.93
2.70	1.01	175700	49997014	284.56
2.40	0.92	291910	82509157	282.65
2.10	0.69	344823	101050454	293.05
1.80	0.45	391669	119363147	304.76
1.50	0.41	715712	224100482	313.12
1.20	0.18	819395	272729658	332.84
0.90	0.02	1482986	560808780	378.16
0.60	0.00	1653211	706516518	427.36
0.30	0.00	583941	2633157534	4509.29
