pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.58	5485	791941	144.38
9.60	6.32	6075	881158	145.05
9.30	6.06	6764	987354	145.97
9.00	5.86	7897	1151832	145.86
8.70	5.61	8930	1313778	147.12
8.40	5.36	9967	1475209	148.01
8.10	5.10	11123	1657115	148.98
7.80	4.85	12517	1877685	150.01
7.50	4.67	15575	2301456	147.77
7.20	4.42	17871	2653453	148.48
6.90	4.18	20297	3031725	149.37
6.60	3.92	22738	3422255	150.51
6.30	3.66	25347	3856785	152.16
6.00	3.52	34636	5136715	148.31
5.70	3.27	39641	5919194	149.32
5.40	3.02	45006	6796921	151.02
5.10	2.77	50617	7744516	153.00
4.80	2.62	73795	10937824	148.22
4.50	2.41	87294	13068431	149.71
4.20	2.17	100464	15241787	151.71
3.90	1.91	113582	17487973	153.97
3.60	1.71	182793	27360003	149.68
3.30	1.58	216305	32916087	152.17
3.00	1.34	253762	39478800	155.57
2.70	1.09	285124	45411511	159.27
2.40	0.92	501543	79448624	158.41
2.10	0.79	611762	100262380	163.89
1.80	0.54	695120	117990079	169.74
1.50	0.27	748298	131118093	175.22
1.20	0.25	1541984	299222498	194.05
0.90	0.04	1730151	359695830	207.90
0.60	0.00	1134397	2090580276	1842.90
0.30	0.00	125935	2891383060	22959.33
