pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.06	17620	5520620	313.32
9.60	6.76	17620	5520620	313.32
9.30	6.46	17620	5520620	313.32
9.00	6.16	17620	5520620	313.32
8.70	5.95	27789	9226474	332.02
8.40	5.78	27789	9226474	332.02
8.10	5.48	27789	9226474	332.02
7.80	5.18	27789	9226474	332.02
7.50	4.88	27789	9226474	332.02
7.20	4.75	44859	15915803	354.80
6.90	4.51	44859	15915803	354.80
6.60	4.21	44859	15915803	354.80
6.30	3.91	44859	15915803	354.80
6.00	3.63	76398	28827282	377.33
5.70	3.57	76398	28827282	377.33
5.40	3.27	76398	28827282	377.33
5.10	2.97	76398	28827282	377.33
4.80	2.67	76398	28827282	377.33
4.50	2.60	139506	56439027	404.56
4.20	2.35	139506	56439027	404.56
3.90	2.05	139506	56439027	404.56
3.60	1.75	139506	56439027	404.56
3.30	1.67	278500	123621153	443.88
3.00	1.47	278500	123621153	443.88
2.70	1.17	278500	123621153	443.88
2.40	0.87	579820	307387646	530.14
2.10	0.87	579820	307387646	530.14
1.80	0.62	579820	307387646	530.14
1.50	0.32	579820	307387646	530.14
1.20	0.23	1051201	829899267	789.48
0.90	0.12	1051201	829899267	789.48
0.60	0.00	1051201	829899267	789.48
