pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.68	4603	935720	203.28
9.60	6.43	5239	1071877	204.60
9.30	6.18	5955	1228312	206.27
9.00	5.97	7310	1504985	205.88
8.70	5.72	8419	1740379	206.72
8.40	5.48	9693	2018463	208.24
8.10	5.23	11049	2322363	210.19
7.80	5.03	13918	2910518	209.12
7.50	4.78	15965	3367462	210.93
7.20	4.54	18475	3930243	212.73
6.90	4.29	21095	4523915	214.45
6.60	4.11	27392	5854865	213.74
6.30	3.86	31590	6814092	215.70
6.00	3.62	36389	7931853	217.97
5.70	3.37	41197	9087071	220.58
5.40	3.20	55931	12276990	219.50
5.10	2.96	64903	14435632	222.42
4.80	2.71	73788	16644203	225.57
4.50	2.46	83706	19165003	228.96
4.20	2.31	120290	27428235	228.02
3.90	2.07	138725	32155781	231.80
3.60	1.82	157235	37127382	236.13
3.30	1.68	231656	54682799	236.05
3.00	1.45	270842	65385800	241.42
2.70	1.20	306152	75761175	247.46
2.40	1.04	466414	117099676	251.06
2.10	0.84	542485	140896154	259.72
1.80	0.60	604259	162568769	269.04
1.50	0.48	939814	266418022	283.48
1.20	0.26	1067561	320748555	300.45
0.90	0.03	1569172	528922122	337.07
0.60	0.00	1764034	669243304	379.38
0.30	0.00	770313	2459621311	3193.02
