pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.42	2088	386619	185.16
9.60	6.17	2393	446314	186.51
9.30	5.92	2730	511081	187.21
9.00	5.67	3164	594859	188.01
8.70	5.41	3552	675281	190.11
8.40	5.23	4492	845761	188.28
8.10	4.99	5280	996068	188.65
7.80	4.73	6002	1139021	189.77
7.50	4.48	7002	1338933	191.22
7.20	4.24	9254	1751668	189.29
6.90	4.07	10888	2074846	190.56
6.60	3.83	12857	2472971	192.34
6.30	3.59	14802	2870503	193.93
6.00	3.34	17188	3367186	195.90
5.70	3.20	25445	4906478	192.83
5.40	2.96	29827	5804760	194.61
5.10	2.72	34887	6862531	196.71
4.80	2.47	40395	8065889	199.68
4.50	2.32	62975	12417243	197.18
4.20	2.13	74896	14976200	199.96
3.90	1.89	87909	17876889	203.36
3.60	1.64	101399	21004321	207.15
3.30	1.49	172304	35620008	206.73
3.00	1.32	204749	43299199	211.47
2.70	1.08	239085	51877290	216.98
2.40	0.83	271079	60486836	223.13
2.10	0.78	500596	114331823	228.39
1.80	0.55	586796	139559447	237.83
1.50	0.30	655324	162531971	248.02
1.20	0.18	1230250	336452252	273.48
0.90	0.05	1399486	414438018	296.14
0.60	0.00	1471437	466796128	317.24
0.30	0.00	228660	2863069911	12521.08
