pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.76	6374	2587141	405.89
9.60	6.46	6374	2587141	405.89
9.30	6.16	6374	2587141	405.89
9.00	5.86	6374	2587141	405.89
8.70	5.68	11778	5228210	443.90
8.40	5.53	11778	5228210	443.90
8.10	5.23	11778	5228210	443.90
7.80	4.93	11778	5228210	443.90
7.50	4.63	11778	5228210	443.90
7.20	4.53	22058	10709485	485.51
6.90	4.32	22058	10709485	485.51
6.60	4.02	22058	10709485	485.51
6.30	3.72	22058	10709485	485.51
6.00	3.46	42025	22368801	532.27
5.70	3.42	42025	22368801	532.27
5.40	3.12	42025	22368801	532.27
5.10	2.82	42025	22368801	532.27
4.80	2.52	42025	22368801	532.27
4.50	2.47	84369	49005253	580.84
4.20	2.25	84369	49005253	580.84
3.90	1.95	84369	49005253	580.84
3.60	1.65	84369	49005253	580.84
3.30	1.58	182886	116261244	635.70
3.00	1.41	182886	116261244	635.70
2.70	1.11	182886	116261244	635.70
2.40	0.82	418063	311957803	746.20
2.10	0.82	418063	311957803	746.20
1.80	0.61	418063	311957803	746.20
1.50	0.31	418063	311957803	746.20
1.20	0.23	779017	924913584	1187.28
0.90	0.16	779017	924913584	1187.28
0.60	0.00	779017	924913584	1187.28
