pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.98	13009	3037625	233.50
9.60	6.73	14301	3345760	233.95
9.30	6.46	15467	3645167	235.67
9.00	6.20	16874	3999292	237.01
8.70	5.93	18197	4347608	238.92
8.40	5.66	19615	4736702	241.48
8.10	5.42	22004	5307679	241.21
7.80	5.16	23855	5802731	243.25
7.50	4.90	26026	6370337	244.77
7.20	4.63	28146	6959635	247.27
6.90	4.39	32303	7931048	245.52
6.60	4.15	35716	8825705	247.11
6.30	3.89	38993	9727852	249.48
6.00	3.62	42498	10725845	252.38
5.70	3.36	46189	11785441	255.16
5.40	3.16	56410	14145258	250.76
5.10	2.90	62637	15869523	253.36
4.80	2.64	68779	17625884	256.27
4.50	2.38	75180	19534846	259.84
4.20	2.21	99503	25073636	251.99
3.90	1.96	111707	28480081	254.95
3.60	1.71	123267	31936360	259.08
3.30	1.45	135240	35637793	263.52
3.00	1.33	204641	51740769	252.84
2.70	1.08	231997	59853071	257.99
2.40	0.83	256211	67617366	263.91
2.10	0.67	439659	112550754	256.00
1.80	0.51	507108	134152983	264.55
1.50	0.26	560051	153492642	274.07
1.20	0.08	1107415	317670009	286.86
0.90	0.02	1259187	386552244	306.99
0.60	0.00	1337963	436578524	326.30
0.30	0.00	279233	2809743100	10062.36
