pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.40	40835	11232885	275.08
9.60	7.25	58131	16444534	282.89
9.30	6.96	58131	16444534	282.89
9.00	6.66	58131	16444534	282.89
8.70	6.36	58131	16444534	282.89
8.40	6.06	58131	16444534	282.89
8.10	5.94	85949	24867283	289.33
7.80	5.64	85949	24867283	289.33
7.50	5.34	85949	24867283	289.33
7.20	5.04	85949	24867283	289.33
6.90	4.83	131915	39097492	296.38
6.60	4.63	131915	39097492	296.38
6.30	4.33	131915	39097492	296.38
6.00	4.03	131915	39097492	296.38
5.70	3.73	131915	39097492	296.38
5.40	3.63	208598	63700158	305.37
5.10	3.33	208598	63700158	305.37
4.80	3.03	208598	63700158	305.37
4.50	2.73	208598	63700158	305.37
4.20	2.64	336841	108107928	320.95
3.90	2.34	336841	108107928	320.95
3.60	2.04	336841	108107928	320.95
3.30	1.74	541969	188161114	347.18
3.00	1.66	541969	188161114	347.18
2.70	1.36	541969	188161114	347.18
2.40	1.06	541969	188161114	347.18
2.10	0.90	845845	332022542	392.53
1.80	0.68	845845	332022542	392.53
1.50	0.38	845845	332022542	392.53
1.20	0.18	1264410	617903938	488.69
0.90	0.04	1264410	617903938	488.69
0.60	0.00	1264410	617903938	488.69
