pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.94	14166	2722662	192.20
9.60	6.87	23981	4848095	202.16
9.30	6.57	23981	4848095	202.16
9.00	6.27	23981	4848095	202.16
8.70	5.97	23981	4848095	202.16
8.40	5.67	23981	4848095	202.16
8.10	5.60	42696	9112159	213.42
7.80	5.32	42696	9112159	213.42
7.50	5.02	42696	9112159	213.42
7.20	4.72	42696	9112159	213.42
6.90	4.42	42696	9112159	213.42
6.60	4.35	80437	18072270	224.68
6.30	4.09	80437	18072270	224.68
6.00	3.79	80437	18072270	224.68
5.70	3.49	80437	18072270	224.68
5.40	3.20	160891	38581309	239.80
5.10	3.18	160891	38581309	239.80
4.80	2.88	160891	38581309	239.80
4.50	2.58	160891	38581309	239.80
4.20	2.28	160891	38581309	239.80
3.90	2.14	330166	87545528	265.16
3.60	1.99	330166	87545528	265.16
3.30	1.69	330166	87545528	265.16
3.00	1.39	330166	87545528	265.16
2.70	1.18	666026	205747807	308.92
2.40	1.10	666026	205747807	308.92
2.10	0.80	666026	205747807	308.92
1.80	0.50	666026	205747807	308.92
1.50	0.37	1243864	503328711	404.65
1.20	0.25	1243864	503328711	404.65
0.90	0.00	1243864	503328711	404.65
