pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.23	21489	7668703	356.87
9.60	6.93	21489	7668703	356.87
9.30	6.63	21489	7668703	356.87
9.00	6.43	33368	12590453	377.32
8.70	6.23	33368	12590453	377.32
8.40	5.93	33368	12590453	377.32
8.10	5.63	33368	12590453	377.32
7.80	5.40	52282	21008566	401.83
7.50	5.23	52282	21008566	401.83
7.20	4.93	52282	21008566	401.83
6.90	4.63	52282	21008566	401.83
6.60	4.41	82773	35492936	428.80
6.30	4.24	82773	35492936	428.80
6.00	3.94	82773	35492936	428.80
5.70	3.64	82773	35492936	428.80
5.40	3.49	133712	61248354	458.06
5.10	3.26	133712	61248354	458.06
4.80	2.96	133712	61248354	458.06
4.50	2.66	133712	61248354	458.06
4.20	2.59	219016	108971518	497.55
3.90	2.29	219016	108971518	497.55
3.60	1.99	219016	108971518	497.55
3.30	1.84	359295	199877508	556.30
3.00	1.63	359295	199877508	556.30
2.70	1.33	359295	199877508	556.30
2.40	1.14	571255	375897665	658.02
2.10	0.98	571255	375897665	658.02
1.80	0.68	571255	375897665	658.02
1.50	0.54	819125	710008427	866.79
1.20	0.33	819125	710008427	866.79
0.90	0.06	929214	1274221598	1371.29
0.60	0.00	929214	1274221598	1371.29
