pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.28	15098	8220247	544.46
9.60	7.16	22761	13005419	571.39
9.30	6.86	22761	13005419	571.39
9.00	6.56	22761	13005419	571.39
8.70	6.26	22761	13005419	571.39
8.40	6.15	34828	21105540	605.99
8.10	5.85	34828	21105540	605.99
7.80	5.55	34828	21105540	605.99
7.50	5.25	34828	21105540	605.99
7.20	5.14	53532	34456579	643.66
6.90	4.84	53532	34456579	643.66
6.60	4.54	53532	34456579	643.66
6.30	4.24	53532	34456579	643.66
6.00	4.13	82725	56666810	685.00
5.70	3.83	82725	56666810	685.00
5.40	3.53	82725	56666810	685.00
5.10	3.33	129124	94678936	733.24
4.80	3.14	129124	94678936	733.24
4.50	2.84	129124	94678936	733.24
4.20	2.54	129124	94678936	733.24
3.90	2.45	202574	160918274	794.37
3.60	2.15	202574	160918274	794.37
3.30	1.85	202574	160918274	794.37
3.00	1.75	312494	276755622	885.63
2.70	1.46	312494	276755622	885.63
2.40	1.16	312494	276755622	885.63
2.10	1.07	454051	472145383	1039.85
1.80	0.77	454051	472145383	1039.85
1.50	0.49	591229	773862102	1308.90
1.20	0.37	591229	773862102	1308.90
0.90	0.07	591229	773862102	1308.90
0.60	0.00	655372	1190792796	1816.97
