pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.13	20303	4266772	210.15
9.60	6.87	21854	4630667	211.89
9.30	6.60	23465	5003630	213.24
9.00	6.33	25088	5396703	215.11
8.70	6.09	27968	6012591	214.98
8.40	5.82	30125	6522005	216.50
8.10	5.55	32540	7107632	218.43
7.80	5.28	34827	7682659	220.59
7.50	5.05	39700	8707556	219.33
7.20	4.79	43068	9514299	220.91
6.90	4.52	46570	10382782	222.95
6.60	4.26	50229	11311161	225.19
6.30	4.02	58596	13079596	223.22
6.00	3.78	64107	14417726	224.90
5.70	3.52	69877	15879695	227.25
5.40	3.25	75477	17334647	229.67
5.10	3.02	92653	20924180	225.83
4.80	2.80	102342	23348286	228.14
4.50	2.54	112372	25938781	230.83
4.20	2.28	122543	28673668	233.99
3.90	2.10	162025	37012936	228.44
3.60	1.86	180578	41807482	231.52
3.30	1.60	199487	46914131	235.17
3.00	1.34	217357	52032846	239.39
2.70	1.21	321057	74884572	233.24
2.40	0.96	358367	85471240	238.50
2.10	0.70	392338	95985254	244.65
1.80	0.59	638163	155217369	243.23
1.50	0.35	718137	181287027	252.44
1.20	0.09	774463	203153667	262.32
0.90	0.03	1404886	397169611	282.71
0.60	0.00	1524043	462350940	303.37
0.30	0.00	442981	2707508711	6112.02
