pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.52	4039	1384011	342.66
9.60	6.28	4039	1384011	342.66
9.30	5.98	4039	1384011	342.66
9.00	5.68	4039	1384011	342.66
8.70	5.38	4039	1384011	342.66
8.40	5.34	7949	2907489	365.77
8.10	5.07	7949	2907489	365.77
7.80	4.77	7949	2907489	365.77
7.50	4.47	7949	2907489	365.77
7.20	4.23	16553	6579428	397.48
6.90	4.18	16553	6579428	397.48
6.60	3.88	16553	6579428	397.48
6.30	3.58	16553	6579428	397.48
6.00	3.28	16553	6579428	397.48
5.70	3.20	36603	15961769	436.08
5.40	3.03	36603	15961769	436.08
5.10	2.73	36603	15961769	436.08
4.80	2.43	36603	15961769	436.08
4.50	2.28	85053	40825265	480.00
4.20	2.20	85053	40825265	480.00
3.90	1.90	85053	40825265	480.00
3.60	1.60	85053	40825265	480.00
3.30	1.45	205465	113346081	551.66
3.00	1.40	205465	113346081	551.66
2.70	1.10	205465	113346081	551.66
2.40	0.80	205465	113346081	551.66
2.10	0.75	481403	335355425	696.62
1.80	0.63	481403	335355425	696.62
1.50	0.33	481403	335355425	696.62
1.20	0.20	859261	1011554273	1177.24
0.90	0.20	859261	1011554273	1177.24
0.60	0.00	859261	1011554273	1177.24
