pscore	qscore	npeaks	lpeaks	avelpeak
9.90	5.98	991	175281	176.87
9.60	5.75	1170	207039	176.96
9.30	5.50	1363	242087	177.61
9.00	5.30	1713	303260	177.03
8.70	5.07	2034	363153	178.54
8.40	4.83	2452	441802	180.18
8.10	4.60	2960	536093	181.11
7.80	4.36	3459	632585	182.88
7.50	4.18	4450	819331	184.12
7.20	3.95	5451	1014020	186.02
6.90	3.72	6416	1204596	187.75
6.60	3.49	7631	1448949	189.88
6.30	3.25	9078	1756691	193.51
6.00	3.10	12400	2389122	192.67
5.70	2.88	14908	2908919	195.12
5.40	2.65	18165	3602736	198.33
5.10	2.42	21559	4339993	201.31
4.80	2.27	31405	6261595	199.38
4.50	2.09	39483	7985266	202.25
4.20	1.86	47634	9784692	205.41
3.90	1.63	56724	11890640	209.62
3.60	1.44	93098	19266317	206.95
3.30	1.35	117456	24876065	211.79
3.00	1.13	142343	30895742	217.05
2.70	0.90	168548	37635082	223.29
2.40	0.74	322150	71785457	222.83
2.10	0.68	407635	94519589	231.87
1.80	0.46	483522	117159200	242.30
1.50	0.21	538484	136342746	253.20
1.20	0.19	1278772	357454170	279.53
0.90	0.08	1461255	446010526	305.22
0.60	0.00	935909	2226197112	2378.65
0.30	0.00	135482	2927567640	21608.54
