pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.85	11077	3060683	276.31
9.60	6.55	11077	3060683	276.31
9.30	6.25	11077	3060683	276.31
9.00	6.01	18565	5416955	291.78
8.70	5.89	18565	5416955	291.78
8.40	5.59	18565	5416955	291.78
8.10	5.29	18565	5416955	291.78
7.80	4.99	18565	5416955	291.78
7.50	4.80	32630	10013976	306.89
7.20	4.65	32630	10013976	306.89
6.90	4.35	32630	10013976	306.89
6.60	4.05	32630	10013976	306.89
6.30	3.75	32630	10013976	306.89
6.00	3.68	60909	19693366	323.32
5.70	3.44	60909	19693366	323.32
5.40	3.14	60909	19693366	323.32
5.10	2.84	60909	19693366	323.32
4.80	2.64	124380	42606951	342.55
4.50	2.56	124380	42606951	342.55
4.20	2.26	124380	42606951	342.55
3.90	1.96	124380	42606951	342.55
3.60	1.71	275515	103400297	375.30
3.30	1.71	275515	103400297	375.30
3.00	1.41	275515	103400297	375.30
2.70	1.11	275515	103400297	375.30
2.40	0.91	618556	280624333	453.68
2.10	0.89	618556	280624333	453.68
1.80	0.59	618556	280624333	453.68
1.50	0.29	618556	280624333	453.68
1.20	0.26	1167124	790050578	676.92
0.90	0.10	1167124	790050578	676.92
