pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.22	23476	7916559	337.22
9.60	6.92	23476	7916559	337.22
9.30	6.62	23476	7916559	337.22
9.00	6.32	23476	7916559	337.22
8.70	6.02	23476	7916559	337.22
8.40	5.92	35470	12746194	359.35
8.10	5.62	35470	12746194	359.35
7.80	5.32	35470	12746194	359.35
7.50	5.02	35470	12746194	359.35
7.20	4.81	55774	21257169	381.13
6.90	4.63	55774	21257169	381.13
6.60	4.33	55774	21257169	381.13
6.30	4.03	55774	21257169	381.13
6.00	3.73	55774	21257169	381.13
5.70	3.66	91167	37042070	406.31
5.40	3.36	91167	37042070	406.31
5.10	3.06	91167	37042070	406.31
4.80	2.76	91167	37042070	406.31
4.50	2.64	158609	69254810	436.64
4.20	2.42	158609	69254810	436.64
3.90	2.12	158609	69254810	436.64
3.60	1.82	158609	69254810	436.64
3.30	1.70	295120	141380095	479.06
3.00	1.51	295120	141380095	479.06
2.70	1.21	295120	141380095	479.06
2.40	0.91	295120	141380095	479.06
2.10	0.88	565073	317093792	561.16
1.80	0.64	565073	317093792	561.16
1.50	0.34	565073	317093792	561.16
1.20	0.22	983745	765696698	778.35
0.90	0.10	983745	765696698	778.35
0.60	0.00	983745	765696698	778.35
