pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.62	5297	1315682	248.38
9.60	6.32	5297	1315682	248.38
9.30	6.02	5297	1315682	248.38
9.00	6.00	10791	2870668	266.02
8.70	5.72	10791	2870668	266.02
8.40	5.42	10791	2870668	266.02
8.10	5.12	10791	2870668	266.02
7.80	4.82	22417	6446834	287.59
7.50	4.82	22417	6446834	287.59
7.20	4.54	22417	6446834	287.59
6.90	4.24	22417	6446834	287.59
6.60	3.94	22417	6446834	287.59
6.30	3.72	48487	15233319	314.17
6.00	3.67	48487	15233319	314.17
5.70	3.37	48487	15233319	314.17
5.40	3.07	48487	15233319	314.17
5.10	2.77	48487	15233319	314.17
4.80	2.71	107659	37554922	348.83
4.50	2.52	107659	37554922	348.83
4.20	2.22	107659	37554922	348.83
3.90	1.92	107659	37554922	348.83
3.60	1.78	246187	98923694	401.82
3.30	1.69	246187	98923694	401.82
3.00	1.39	246187	98923694	401.82
2.70	1.09	246187	98923694	401.82
2.40	0.97	543936	272025078	500.10
2.10	0.87	543936	272025078	500.10
1.80	0.57	543936	272025078	500.10
1.50	0.30	992699	742286637	747.75
1.20	0.30	992699	742286637	747.75
0.90	0.07	992699	742286637	747.75
