pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.69	6339	1755986	277.01
9.60	6.39	6339	1755986	277.01
9.30	6.09	6339	1755986	277.01
9.00	5.81	12502	3725163	297.97
8.70	5.78	12502	3725163	297.97
8.40	5.48	12502	3725163	297.97
8.10	5.18	12502	3725163	297.97
7.80	4.88	12502	3725163	297.97
7.50	4.66	25032	7993635	319.34
7.20	4.59	25032	7993635	319.34
6.90	4.29	25032	7993635	319.34
6.60	3.99	25032	7993635	319.34
6.30	3.69	25032	7993635	319.34
6.00	3.59	52343	18174994	347.23
5.70	3.41	52343	18174994	347.23
5.40	3.11	52343	18174994	347.23
5.10	2.81	52343	18174994	347.23
4.80	2.59	113809	43504454	382.26
4.50	2.56	113809	43504454	382.26
4.20	2.26	113809	43504454	382.26
3.90	1.96	113809	43504454	382.26
3.60	1.69	254497	111514877	438.18
3.30	1.69	254497	111514877	438.18
3.00	1.43	254497	111514877	438.18
2.70	1.13	254497	111514877	438.18
2.40	0.91	551883	301241428	545.84
2.10	0.91	551883	301241428	545.84
1.80	0.61	551883	301241428	545.84
1.50	0.31	551883	301241428	545.84
1.20	0.27	968813	814083020	840.29
0.90	0.11	968813	814083020	840.29
