pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.31	1298	278760	214.76
9.60	6.06	1525	327517	214.77
9.30	5.82	1784	384293	215.41
9.00	5.57	2130	462055	216.93
8.70	5.38	2638	571015	216.46
8.40	5.14	3173	688457	216.97
8.10	4.90	3751	819695	218.53
7.80	4.66	4373	961029	219.76
7.50	4.41	5684	1245728	219.16
7.20	4.24	6761	1489983	220.38
6.90	4.00	8105	1803889	222.56
6.60	3.76	9804	2201159	224.52
6.30	3.52	11474	2606391	227.16
6.00	3.36	16014	3605374	225.14
5.70	3.13	19221	4369989	227.35
5.40	2.89	22674	5224324	230.41
5.10	2.65	26943	6298629	233.78
4.80	2.52	40111	9291291	231.64
4.50	2.29	48257	11347466	235.15
4.20	2.05	57114	13658481	239.14
3.90	1.84	87952	20861833	237.20
3.60	1.70	107583	26034101	241.99
3.30	1.47	127567	31561949	247.41
3.00	1.23	149735	37997071	253.76
2.70	1.14	253552	64322593	253.69
2.40	0.92	305102	79890137	261.85
2.10	0.68	354571	96192520	271.29
1.80	0.56	622019	173654455	279.18
1.50	0.40	740181	218202954	294.80
1.20	0.16	828638	258734442	312.24
0.90	0.08	1453380	522187139	359.29
0.60	0.00	1584191	636926940	402.05
0.30	0.00	462539	2710331650	5859.68
