pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.56	40052	19464708	485.99
9.60	7.26	40052	19464708	485.99
9.30	6.96	40052	19464708	485.99
9.00	6.66	40052	19464708	485.99
8.70	6.50	53448	27100989	507.05
8.40	6.20	53448	27100989	507.05
8.10	5.90	53448	27100989	507.05
7.80	5.60	53448	27100989	507.05
7.50	5.44	72671	38370130	528.00
7.20	5.15	72671	38370130	528.00
6.90	4.85	72671	38370130	528.00
6.60	4.55	72671	38370130	528.00
6.30	4.33	102997	56245625	546.09
6.00	4.12	102997	56245625	546.09
5.70	3.82	102997	56245625	546.09
5.40	3.52	102997	56245625	546.09
5.10	3.29	152639	85881606	562.65
4.80	3.10	152639	85881606	562.65
4.50	2.80	152639	85881606	562.65
4.20	2.50	152639	85881606	562.65
3.90	2.33	238428	139431513	584.80
3.60	2.10	238428	139431513	584.80
3.30	1.80	238428	139431513	584.80
3.00	1.50	238428	139431513	584.80
2.70	1.42	384657	241073033	626.72
2.40	1.12	384657	241073033	626.72
2.10	0.82	384657	241073033	626.72
1.80	0.72	607830	440760623	725.14
1.50	0.46	607830	440760623	725.14
1.20	0.16	607830	440760623	725.14
0.90	0.11	851606	833181327	978.36
0.60	0.00	851606	833181327	978.36
