pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.62	49505	22148907	447.41
9.60	7.32	49505	22148907	447.41
9.30	7.02	49505	22148907	447.41
9.00	6.72	49505	22148907	447.41
8.70	6.54	63443	29154738	459.54
8.40	6.24	63443	29154738	459.54
8.10	5.94	63443	29154738	459.54
7.80	5.64	63443	29154738	459.54
7.50	5.43	83631	39550722	472.92
7.20	5.17	83631	39550722	472.92
6.90	4.87	83631	39550722	472.92
6.60	4.57	83631	39550722	472.92
6.30	4.30	114537	55694569	486.26
6.00	4.12	114537	55694569	486.26
5.70	3.82	114537	55694569	486.26
5.40	3.52	114537	55694569	486.26
5.10	3.25	164527	82204627	499.64
4.80	3.09	164527	82204627	499.64
4.50	2.79	164527	82204627	499.64
4.20	2.49	164527	82204627	499.64
3.90	2.29	251692	130485436	518.43
3.60	2.08	251692	130485436	518.43
3.30	1.78	251692	130485436	518.43
3.00	1.48	251692	130485436	518.43
2.70	1.41	409854	225867547	551.09
2.40	1.11	409854	225867547	551.09
2.10	0.81	409854	225867547	551.09
1.80	0.68	677523	424926570	627.18
1.50	0.45	677523	424926570	627.18
1.20	0.15	677523	424926570	627.18
0.90	0.08	1017488	850600708	835.98
0.60	0.00	1017488	850600708	835.98
