pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.99	18110	3246781	179.28
9.60	6.69	18110	3246781	179.28
9.30	6.39	18110	3246781	179.28
9.00	6.09	18110	3246781	179.28
8.70	6.03	31303	5872279	187.59
8.40	5.73	31303	5872279	187.59
8.10	5.43	31303	5872279	187.59
7.80	5.13	31303	5872279	187.59
7.50	4.84	57330	11327749	197.59
7.20	4.80	57330	11327749	197.59
6.90	4.50	57330	11327749	197.59
6.60	4.20	57330	11327749	197.59
6.30	3.90	57330	11327749	197.59
6.00	3.73	111576	23435112	210.04
5.70	3.58	111576	23435112	210.04
5.40	3.28	111576	23435112	210.04
5.10	2.98	111576	23435112	210.04
4.80	2.71	229978	52042519	226.29
4.50	2.68	229978	52042519	226.29
4.20	2.38	229978	52042519	226.29
3.90	2.08	229978	52042519	226.29
3.60	1.78	229978	52042519	226.29
3.30	1.78	482205	123032023	255.14
3.00	1.50	482205	123032023	255.14
2.70	1.20	482205	123032023	255.14
2.40	0.96	963759	300789992	312.10
2.10	0.93	963759	300789992	312.10
1.80	0.63	963759	300789992	312.10
1.50	0.33	963759	300789992	312.10
1.20	0.27	1626673	729413705	448.41
0.90	0.08	1626673	729413705	448.41
0.60	0.00	1626673	729413705	448.41
