pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.99	12287	5052327	411.19
9.60	6.69	12287	5052327	411.19
9.30	6.39	12287	5052327	411.19
9.00	6.19	19016	8418386	442.70
8.70	6.00	19016	8418386	442.70
8.40	5.70	19016	8418386	442.70
8.10	5.40	19016	8418386	442.70
7.80	5.16	29633	14051056	474.17
7.50	5.01	29633	14051056	474.17
7.20	4.71	29633	14051056	474.17
6.90	4.41	29633	14051056	474.17
6.60	4.19	47309	23882763	504.82
6.30	4.03	47309	23882763	504.82
6.00	3.73	47309	23882763	504.82
5.70	3.43	47309	23882763	504.82
5.40	3.27	78039	42040737	538.71
5.10	3.07	78039	42040737	538.71
4.80	2.77	78039	42040737	538.71
4.50	2.47	78039	42040737	538.71
4.20	2.43	135015	77541188	574.32
3.90	2.13	135015	77541188	574.32
3.60	1.83	135015	77541188	574.32
3.30	1.67	245119	152424620	621.84
3.00	1.50	245119	152424620	621.84
2.70	1.20	245119	152424620	621.84
2.40	1.01	451667	323278241	715.74
2.10	0.90	451667	323278241	715.74
1.80	0.60	451667	323278241	715.74
1.50	0.46	752329	720676287	957.93
1.20	0.32	752329	720676287	957.93
0.90	0.05	835094	1540457604	1844.65
0.60	0.05	835094	1540457604	1844.65
