pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.27	5168	584119	113.03
9.60	6.27	5168	584119	113.03
9.30	6.08	5168	584119	113.03
9.00	5.78	5168	584119	113.03
8.70	5.48	5168	584119	113.03
8.40	5.18	5168	584119	113.03
8.10	4.88	5168	584119	113.03
7.80	4.58	5168	584119	113.03
7.50	4.50	20046	2490905	124.26
7.20	4.47	20046	2490905	124.26
6.90	4.17	20046	2490905	124.26
6.60	3.87	20046	2490905	124.26
6.30	3.57	20046	2490905	124.26
6.00	3.27	20046	2490905	124.26
5.70	2.97	20046	2490905	124.26
5.40	2.81	72684	10413192	143.27
5.10	2.81	72684	10413192	143.27
4.80	2.54	72684	10413192	143.27
4.50	2.24	72684	10413192	143.27
4.20	1.94	72684	10413192	143.27
3.90	1.64	72684	10413192	143.27
3.60	1.34	72684	10413192	143.27
3.30	1.21	250988	45265021	180.35
3.00	1.21	250988	45265021	180.35
2.70	0.92	250988	45265021	180.35
2.40	0.62	250988	45265021	180.35
2.10	0.32	250988	45265021	180.35
1.80	0.02	250988	45265021	180.35
