pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.02	16886	4237225	250.93
9.60	6.72	16886	4237225	250.93
9.30	6.49	26936	7142100	265.15
9.00	6.33	26936	7142100	265.15
8.70	6.03	26936	7142100	265.15
8.40	5.73	26936	7142100	265.15
8.10	5.43	26936	7142100	265.15
7.80	5.21	44679	12561524	281.15
7.50	5.07	44679	12561524	281.15
7.20	4.77	44679	12561524	281.15
6.90	4.47	44679	12561524	281.15
6.60	4.17	44679	12561524	281.15
6.30	4.02	77913	23376510	300.03
6.00	3.83	77913	23376510	300.03
5.70	3.53	77913	23376510	300.03
5.40	3.23	77913	23376510	300.03
5.10	2.93	77913	23376510	300.03
4.80	2.91	144546	46824875	323.94
4.50	2.61	144546	46824875	323.94
4.20	2.31	144546	46824875	323.94
3.90	2.01	144546	46824875	323.94
3.60	1.92	286789	102427699	357.15
3.30	1.72	286789	102427699	357.15
3.00	1.42	286789	102427699	357.15
2.70	1.12	286789	102427699	357.15
2.40	1.04	586300	246170350	419.87
2.10	0.86	586300	246170350	419.87
1.80	0.56	586300	246170350	419.87
1.50	0.30	1111761	637152805	573.10
1.20	0.30	1111761	637152805	573.10
0.90	0.03	1111761	637152805	573.10
