pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.64	6107	944866	154.72
9.60	6.37	6683	1040243	155.66
9.30	6.16	7816	1214775	155.42
9.00	5.90	8790	1373622	156.27
8.70	5.65	9687	1525878	157.52
8.40	5.39	10802	1712627	158.55
8.10	5.14	12139	1928488	158.87
7.80	4.94	14598	2306175	157.98
7.50	4.69	16630	2646864	159.16
7.20	4.44	18656	2993762	160.47
6.90	4.18	20989	3399395	161.96
6.60	3.92	23211	3800041	163.72
6.30	3.76	29728	4831057	162.51
6.00	3.52	34071	5591544	164.11
5.70	3.27	38745	6430058	165.96
5.40	3.01	43779	7344026	167.75
5.10	2.76	48528	8239672	169.79
4.80	2.62	68062	11394793	167.42
4.50	2.38	78805	13367777	169.63
4.20	2.13	89677	15453045	172.32
3.90	1.88	100743	17670441	175.40
3.60	1.78	154550	26659892	172.50
3.30	1.54	182121	32023519	175.84
3.00	1.30	209392	37667455	179.89
2.70	1.04	233451	42897755	183.75
2.40	0.96	412972	75614142	183.10
2.10	0.74	486931	92274995	189.50
1.80	0.49	550037	107853825	196.08
1.50	0.26	1039320	213785174	205.70
1.20	0.24	1273736	280213463	219.99
0.90	0.00	1420457	333611129	234.86
0.60	0.00	891910	2183095957	2447.66
0.30	0.00	114036	2890025799	25343.10
