pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.45	21660	5607800	258.90
9.60	7.15	21660	5607800	258.90
9.30	6.92	42914	11813413	275.28
9.00	6.79	42914	11813413	275.28
8.70	6.49	42914	11813413	275.28
8.40	6.19	42914	11813413	275.28
8.10	5.89	42914	11813413	275.28
7.80	5.67	80353	24006095	298.76
7.50	5.52	80353	24006095	298.76
7.20	5.22	80353	24006095	298.76
6.90	4.92	80353	24006095	298.76
6.60	4.62	80353	24006095	298.76
6.30	4.47	141341	46418722	328.42
6.00	4.22	141341	46418722	328.42
5.70	3.92	141341	46418722	328.42
5.40	3.62	141341	46418722	328.42
5.10	3.32	141341	46418722	328.42
4.80	3.22	229204	83836492	365.77
4.50	2.92	229204	83836492	365.77
4.20	2.62	229204	83836492	365.77
3.90	2.32	229204	83836492	365.77
3.60	2.19	343211	140858752	410.41
3.30	1.89	343211	140858752	410.41
3.00	1.59	343211	140858752	410.41
2.70	1.29	343211	140858752	410.41
2.40	1.15	475293	222597985	468.34
2.10	0.85	475293	222597985	468.34
1.80	0.55	475293	222597985	468.34
1.50	0.29	624996	347153132	555.45
1.20	0.12	624996	347153132	555.45
0.90	0.00	624996	347153132	555.45
