pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.49	4307	775589	180.08
9.60	6.25	4880	881698	180.68
9.30	6.00	5549	1007655	181.59
9.00	5.74	6250	1142395	182.78
8.70	5.52	7316	1339820	183.14
8.40	5.28	8330	1538381	184.68
8.10	5.03	9530	1775920	186.35
7.80	4.78	10712	2016984	188.29
7.50	4.53	12084	2295972	190.00
7.20	4.33	14685	2789720	189.97
6.90	4.09	16795	3214657	191.41
6.60	3.85	19200	3714867	193.48
6.30	3.60	21710	4257063	196.09
6.00	3.37	27748	5400247	194.62
5.70	3.18	32055	6303031	196.63
5.40	2.94	37186	7404218	199.11
5.10	2.70	42352	8561091	202.14
4.80	2.45	47859	9848738	205.79
4.50	2.32	67450	13668011	202.64
4.20	2.08	78595	16165941	205.69
3.90	1.85	91107	19088247	209.51
3.60	1.60	102883	21995392	213.79
3.30	1.51	161865	33887838	209.36
3.00	1.28	194757	41711425	214.17
2.70	1.04	223025	48948898	219.48
2.40	0.79	382269	82951792	217.00
2.10	0.76	470659	105550563	224.26
1.80	0.53	552745	128950702	233.29
1.50	0.27	610400	148186878	242.77
1.20	0.19	1292478	340354919	263.34
0.90	0.07	1478746	420577029	284.41
0.60	0.00	1539862	462108323	300.10
0.30	0.00	169300	2856701724	16873.61
