pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.96	9884	1338924	135.46
9.60	6.77	12286	1644250	133.83
9.30	6.52	13727	1844524	134.37
9.00	6.25	15009	2024989	134.92
8.70	5.98	16481	2237241	135.75
8.40	5.71	18091	2475686	136.85
8.10	5.54	23405	3153694	134.74
7.80	5.28	26092	3539029	135.64
7.50	5.02	28647	3915870	136.69
7.20	4.75	31452	4332625	137.75
6.90	4.49	34420	4781293	138.91
6.60	4.32	46968	6435981	137.03
6.30	4.07	53091	7338763	138.23
6.00	3.81	58858	8214290	139.56
5.70	3.54	64639	9109430	140.93
5.40	3.28	88924	12434059	139.83
5.10	3.12	101089	14301150	141.47
4.80	2.86	112665	16134341	143.21
4.50	2.59	124571	18103730	145.33
4.20	2.33	136292	20100867	147.48
3.90	2.17	196462	29049520	147.86
3.60	1.92	224640	33836575	150.63
3.30	1.65	248643	38127716	153.34
3.00	1.39	271895	42524239	156.40
2.70	1.20	401534	64065827	159.55
2.40	0.98	457723	75000112	163.85
2.10	0.72	512109	86444598	168.80
1.80	0.45	552224	95831135	173.54
1.50	0.33	915081	170464231	186.28
1.20	0.11	1051282	206709338	196.63
0.90	0.00	1130957	232893587	205.93
0.60	0.00	637328	2362036409	3706.16
0.30	0.00	75620	2948535323	38991.47
