pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.24	22747	7244103	318.46
9.60	6.94	22747	7244103	318.46
9.30	6.64	22747	7244103	318.46
9.00	6.45	36695	12368061	337.05
8.70	6.24	36695	12368061	337.05
8.40	5.94	36695	12368061	337.05
8.10	5.64	36695	12368061	337.05
7.80	5.34	36695	12368061	337.05
7.50	5.26	59409	21387010	360.00
7.20	4.96	59409	21387010	360.00
6.90	4.66	59409	21387010	360.00
6.60	4.36	59409	21387010	360.00
6.30	4.26	98081	37937438	386.80
6.00	3.98	98081	37937438	386.80
5.70	3.68	98081	37937438	386.80
5.40	3.38	98081	37937438	386.80
5.10	3.26	164192	68894806	419.60
4.80	3.02	164192	68894806	419.60
4.50	2.72	164192	68894806	419.60
4.20	2.42	164192	68894806	419.60
3.90	2.33	278124	128699425	462.74
3.60	2.07	278124	128699425	462.74
3.30	1.77	278124	128699425	462.74
3.00	1.50	461459	246368752	533.89
2.70	1.42	461459	246368752	533.89
2.40	1.12	461459	246368752	533.89
2.10	0.82	461459	246368752	533.89
1.80	0.76	713856	473030625	662.64
1.50	0.48	713856	473030625	662.64
1.20	0.18	713856	473030625	662.64
0.90	0.15	945437	889134699	940.45
0.60	0.00	945437	889134699	940.45
