pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.22	9484	1814798	191.35
9.60	6.95	10271	1972140	192.01
9.30	6.74	14905	2878232	193.11
9.00	6.52	16916	3281325	193.98
8.70	6.26	19077	3713826	194.68
8.40	6.00	21449	4196407	195.65
8.10	5.73	23477	4614320	196.55
7.80	5.54	33868	6719352	198.40
7.50	5.29	38097	7604270	199.60
7.20	5.03	42563	8546951	200.81
6.90	4.77	46891	9476122	202.09
6.60	4.50	52068	10607611	203.73
6.30	4.32	73566	15176183	206.29
6.00	4.06	81525	16953840	207.96
5.70	3.79	89395	18739845	209.63
5.40	3.52	97944	20722887	211.58
5.10	3.25	106812	22811339	213.57
4.80	3.07	147952	32220959	217.78
4.50	2.80	163005	35909386	220.30
4.20	2.54	178598	39861418	223.19
3.90	2.26	191398	43201168	225.71
3.60	2.07	256985	59579594	231.84
3.30	1.81	282328	66587964	235.85
3.00	1.53	302531	72416134	239.37
2.70	1.26	322034	78292153	243.12
2.40	1.06	420679	106570654	253.33
2.10	0.80	458298	118966904	259.58
1.80	0.53	486041	128863165	265.13
1.50	0.28	609536	171295405	281.03
1.20	0.08	674209	197943353	293.59
0.90	0.00	715944	218330337	304.95
0.60	0.00	550493	2009613195	3650.57
0.30	0.00	55926	2941657186	52599.10
