pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.19	21547	4518892	209.72
9.60	7.11	35442	7729091	218.08
9.30	6.81	35442	7729091	218.08
9.00	6.51	35442	7729091	218.08
8.70	6.21	35442	7729091	218.08
8.40	5.91	35442	7729091	218.08
8.10	5.84	60899	14039566	230.54
7.80	5.54	60899	14039566	230.54
7.50	5.24	60899	14039566	230.54
7.20	4.94	60899	14039566	230.54
6.90	4.64	60899	14039566	230.54
6.60	4.58	107017	26275929	245.53
6.30	4.28	107017	26275929	245.53
6.00	3.98	107017	26275929	245.53
5.70	3.68	107017	26275929	245.53
5.40	3.39	190854	51030544	267.38
5.10	3.32	190854	51030544	267.38
4.80	3.02	190854	51030544	267.38
4.50	2.72	190854	51030544	267.38
4.20	2.42	190854	51030544	267.38
3.90	2.27	334761	99266734	296.53
3.60	2.05	334761	99266734	296.53
3.30	1.75	334761	99266734	296.53
3.00	1.45	334761	99266734	296.53
2.70	1.25	567696	191862267	337.97
2.40	1.09	567696	191862267	337.97
2.10	0.79	567696	191862267	337.97
1.80	0.49	567696	191862267	337.97
1.50	0.35	953488	396622979	415.97
1.20	0.17	953488	396622979	415.97
0.90	0.00	953488	396622979	415.97
