pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.02	17659	4616203	261.41
9.60	6.81	26694	7261522	272.03
9.30	6.62	26694	7261522	272.03
9.00	6.32	26694	7261522	272.03
8.70	6.02	26694	7261522	272.03
8.40	5.72	26694	7261522	272.03
8.10	5.42	26694	7261522	272.03
7.80	5.32	42502	12008910	282.55
7.50	5.05	42502	12008910	282.55
7.20	4.75	42502	12008910	282.55
6.90	4.45	42502	12008910	282.55
6.60	4.15	42502	12008910	282.55
6.30	3.92	75223	21699737	288.47
6.00	3.82	75223	21699737	288.47
5.70	3.52	75223	21699737	288.47
5.40	3.22	75223	21699737	288.47
5.10	2.92	75223	21699737	288.47
4.80	2.64	150530	44303996	294.32
4.50	2.62	150530	44303996	294.32
4.20	2.32	150530	44303996	294.32
3.90	2.02	150530	44303996	294.32
3.60	1.72	150530	44303996	294.32
3.30	1.49	343014	106841967	311.48
3.00	1.47	343014	106841967	311.48
2.70	1.17	343014	106841967	311.48
2.40	0.87	343014	106841967	311.48
2.10	0.57	343014	106841967	311.48
1.80	0.50	825679	307599493	372.54
1.50	0.37	825679	307599493	372.54
1.20	0.07	825679	307599493	372.54
0.90	0.00	825679	307599493	372.54
