pscore	qscore	npeaks	lpeaks	avelpeak
9.90	7.02	11922	2725362	228.60
9.60	6.76	13043	3003562	230.28
9.30	6.49	14262	3305790	231.79
9.00	6.23	15656	3643718	232.74
8.70	6.00	18048	4171704	231.14
8.40	5.74	19829	4613524	232.67
8.10	5.47	21833	5113798	234.22
7.80	5.21	23765	5615710	236.30
7.50	4.99	28000	6582281	235.08
7.20	4.73	30961	7323443	236.54
6.90	4.47	34046	8115989	238.38
6.60	4.21	37241	8974864	240.99
6.30	4.01	45842	10891317	237.58
6.00	3.75	50646	12147747	239.86
5.70	3.49	56418	13652983	242.00
5.40	3.23	61928	15170450	244.97
5.10	3.03	79840	19181048	240.24
4.80	2.79	89716	21793149	242.91
4.50	2.54	99388	24439048	245.90
4.20	2.27	109269	27248232	249.37
3.90	2.12	152006	37030594	243.61
3.60	1.87	171094	42331750	247.42
3.30	1.61	190182	47904548	251.89
3.00	1.35	208259	53469139	256.74
2.70	1.22	317560	79926018	251.69
2.40	0.97	357299	92140103	257.88
2.10	0.71	390776	103495357	264.85
1.80	0.60	628518	167433087	266.39
1.50	0.36	704529	195119597	276.95
1.20	0.10	761290	219651381	288.53
0.90	0.03	1274462	399945600	313.82
0.60	0.00	1375609	465459948	338.37
0.30	0.00	421682	2704894960	6414.54
