pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.10	990	165959	167.64
9.60	5.86	1199	201694	168.22
9.30	5.61	1391	235764	169.49
9.00	5.45	1820	307594	169.01
8.70	5.21	2214	375677	169.68
8.40	4.97	2606	444329	170.50
8.10	4.73	3095	530338	171.35
7.80	4.49	4183	714457	170.80
7.50	4.34	5048	866815	171.71
7.20	4.11	6088	1052418	172.87
6.90	3.87	7146	1247527	174.58
6.60	3.64	8553	1509038	176.43
6.30	3.46	12070	2121278	175.75
6.00	3.27	14843	2639654	177.84
5.70	3.04	17980	3240858	180.25
5.40	2.81	21440	3915992	182.65
5.10	2.57	25038	4637598	185.22
4.80	2.47	39713	7292600	183.63
4.50	2.25	48723	9086895	186.50
4.20	2.01	57581	10916763	189.59
3.90	1.77	68277	13212262	193.51
3.60	1.65	117203	22605652	192.88
3.30	1.48	144557	28496294	197.13
3.00	1.24	170825	34414267	201.46
2.70	1.00	198470	41046585	206.82
2.40	0.90	375618	78891462	210.03
2.10	0.74	460448	100391413	218.03
1.80	0.51	535471	121552019	227.00
1.50	0.26	995789	242190401	243.21
1.20	0.26	1258935	332077317	263.78
0.90	0.05	1405579	398432462	283.47
0.60	0.00	910344	2181485321	2396.33
0.30	0.00	87660	2949943939	33652.11
