Sample	Count
MCW_CT_ROA_169	425201
MCW_CT_ROA_171	359722
MCW_CT_ROA_172	375640
MCW_CT_ROA_174	115733
MCW_CT_ROA_175	151202
MCW_CT_ROA_177	347964
MCW_CT_ROA_178	400240
MCW_CT_ROA_180	257256
MCW_CT_ROA_181	265631
MCW_CT_ROA_183	361651
MCW_CT_ROA_184	349206
MCW_CT_ROA_186	296359
MCW_CT_ROA_189	383567
MCW_CT_ROA_190	328004
MCW_CT_ROA_192	337835
MCW_CT_ROA_193	318022
MCW_CT_ROA_195	392688
MCW_CT_ROA_196	431092
MCW_CT_ROA_198	314363
MCW_CT_ROA_199	261995
MCW_CT_ROA_201	318635
MCW_CT_ROA_202	290416
MCW_CT_ROA_204	413036
MCW_CT_ROA_205	313408
MCW_CT_ROA_207	386453
MCW_CT_ROA_208	286762
MCW_CT_ROA_210	242694
MCW_CT_ROA_211	314373
MCW_CT_ROA_123	269323
MCW_CT_ROA_124	96848
MCW_CT_ROA_126	431105
MCW_CT_ROA_127	130002
MCW_CT_ROA_130	204006
MCW_CT_ROA_132	240274
MCW_CT_ROA_133	192275
MCW_CT_ROA_135	154078
MCW_CT_ROA_136	247391
MCW_CT_ROA_138	275452
MCW_CT_ROA_139	281947
MCW_CT_ROA_141	341416
MCW_CT_ROA_142	147405
MCW_CT_ROA_144	149828
MCW_CT_ROA_145	310107
MCW_CT_ROA_147	153961
MCW_CT_ROA_148	179366
MCW_CT_ROA_150	264324
MCW_CT_ROA_151	133839
MCW_CT_ROA_153	342279
MCW_CT_ROA_154	163465
MCW_CT_ROA_156	236687
MCW_CT_ROA_157	229050
MCW_CT_ROA_159	262544
MCW_CT_ROA_160	244682
MCW_CT_ROA_162	295364
MCW_CT_ROA_163	238855
MCW_CT_ROA_165	200792
MCW_CT_ROA_166	248256
MCW_CT_ROA_213	317845
MCW_CT_ROA_214	250980
MCW_CT_ROA_217	356601
MCW_CT_ROA_219	571255
MCW_CT_ROA_220	451667
MCW_CT_ROA_222	541966
MCW_CT_ROA_223	677088
MCW_CT_ROA_225	205465
MCW_CT_ROA_226	586298
MCW_CT_ROA_228	123917
MCW_CT_ROA_229	278500
MCW_CT_ROA_231	475293
MCW_CT_ROA_232	246187
MCW_CT_ROA_234	218350
MCW_CT_ROA_235	385566
MCW_CT_ROA_237	454051
MCW_CT_ROA_238	567696
MCW_CT_ROA_240	334310
MCW_CT_ROA_241	409854
MCW_CT_ROA_243	295120
MCW_CT_ROA_244	343014
MCW_CT_ROA_246	384657
MCW_CT_ROA_247	273537
MCW_CT_ROA_249	319719
MCW_CT_ROA_250	542583
MCW_CT_ROA_252	381408
MCW_CT_ROA_253	461459
MCW_CT_ROA_255	340293
MCW_CT_ROA_256	263871
