Sample	Count
MCW_CT_ROA_169	273621
MCW_CT_ROA_171	204852
MCW_CT_ROA_172	190363
MCW_CT_ROA_174	64211
MCW_CT_ROA_175	26190
MCW_CT_ROA_177	215938
MCW_CT_ROA_178	160797
MCW_CT_ROA_180	136235
MCW_CT_ROA_181	135863
MCW_CT_ROA_183	183029
MCW_CT_ROA_184	180803
MCW_CT_ROA_186	181982
MCW_CT_ROA_189	238167
MCW_CT_ROA_190	213233
MCW_CT_ROA_192	226468
MCW_CT_ROA_193	72622
MCW_CT_ROA_195	228079
MCW_CT_ROA_196	200491
MCW_CT_ROA_198	168783
MCW_CT_ROA_199	110123
MCW_CT_ROA_201	158988
MCW_CT_ROA_202	167797
MCW_CT_ROA_204	333500
MCW_CT_ROA_205	216431
MCW_CT_ROA_207	292667
MCW_CT_ROA_208	175857
MCW_CT_ROA_210	170080
MCW_CT_ROA_211	183314
MCW_CT_ROA_123	122351
MCW_CT_ROA_124	60801
MCW_CT_ROA_126	237399
MCW_CT_ROA_127	60167
MCW_CT_ROA_130	89197
MCW_CT_ROA_132	105418
MCW_CT_ROA_133	123211
MCW_CT_ROA_135	91592
MCW_CT_ROA_136	160468
MCW_CT_ROA_138	122460
MCW_CT_ROA_139	185330
MCW_CT_ROA_141	145738
MCW_CT_ROA_142	93843
MCW_CT_ROA_144	91913
MCW_CT_ROA_145	209638
MCW_CT_ROA_147	97533
MCW_CT_ROA_148	114972
MCW_CT_ROA_150	156666
MCW_CT_ROA_151	64075
MCW_CT_ROA_153	185263
MCW_CT_ROA_154	98894
MCW_CT_ROA_156	165768
MCW_CT_ROA_157	157165
MCW_CT_ROA_159	161217
MCW_CT_ROA_160	152086
MCW_CT_ROA_162	216997
MCW_CT_ROA_163	172005
MCW_CT_ROA_165	142276
MCW_CT_ROA_166	131401
MCW_CT_ROA_213	148255
MCW_CT_ROA_214	72684
MCW_CT_ROA_217	168862
MCW_CT_ROA_219	219016
MCW_CT_ROA_220	135015
MCW_CT_ROA_222	336841
MCW_CT_ROA_223	368076
MCW_CT_ROA_225	85053
MCW_CT_ROA_226	144546
MCW_CT_ROA_228	44146
MCW_CT_ROA_229	139506
MCW_CT_ROA_231	343211
MCW_CT_ROA_232	107659
MCW_CT_ROA_234	100240
MCW_CT_ROA_235	129677
MCW_CT_ROA_237	202574
MCW_CT_ROA_238	334761
MCW_CT_ROA_240	173738
MCW_CT_ROA_241	251692
MCW_CT_ROA_243	158609
MCW_CT_ROA_244	150530
MCW_CT_ROA_246	238428
MCW_CT_ROA_247	160096
MCW_CT_ROA_249	162787
MCW_CT_ROA_250	362628
MCW_CT_ROA_252	208450
MCW_CT_ROA_253	278124
MCW_CT_ROA_255	262835
MCW_CT_ROA_256	122864
