Histone	Sample	Total_Reads	Mapped_Reads	Fragments	Reads_in_Peaks	FRiP
H3K36me3	MCW_CT_ROA_174	8333500	8333500	8333500	3709050	.4450
H3K36me3	MCW_CT_ROA_183	9168872	9168872	9168872	6440288	.7024
H3K36me3	MCW_CT_ROA_192	8973708	8973708	8973708	5865636	.6536
H3K36me3	MCW_CT_ROA_201	6705202	6705202	6705202	4780243	.7129
H3K36me3	MCW_CT_ROA_210	6539634	6539634	6539634	4122815	.6304
H3K36me3	MCW_CT_ROA_171	17452859	17452859	17452859	11463667	.6568
H3K36me3	MCW_CT_ROA_180	13350982	13350982	13350982	8095795	.6063
H3K36me3	MCW_CT_ROA_189	10078645	10078645	10078645	6415661	.6365
H3K36me3	MCW_CT_ROA_198	9204138	9204138	9204138	6091811	.6618
H3K36me3	MCW_CT_ROA_207	11143359	11143359	11143359	7904834	.7093
H3K36me3	MCW_CT_ROA_177	9966051	9966051	9966051	6317255	.6338
H3K36me3	MCW_CT_ROA_186	14201025	14201025	14201025	9299369	.6548
H3K36me3	MCW_CT_ROA_195	12196097	12196097	12196097	8246918	.6761
H3K36me3	MCW_CT_ROA_204	16582037	16582037	16582037	12479513	.7525
H3K36me3	MCW_CT_ROA_175	951069	951069	951069	446409	.4693
H3K36me3	MCW_CT_ROA_184	9896280	9896280	9896280	5354006	.5410
H3K36me3	MCW_CT_ROA_193	8360401	8360401	8360401	4195645	.5018
H3K36me3	MCW_CT_ROA_202	6737939	6737939	6737939	4174505	.6195
H3K36me3	MCW_CT_ROA_211	8467005	8467005	8467005	5814621	.6867
H3K36me3	MCW_CT_ROA_172	7240342	7240342	7240342	5175184	.7147
H3K36me3	MCW_CT_ROA_181	13447374	13447374	13447374	7831558	.5823
H3K36me3	MCW_CT_ROA_190	9136538	9136538	9136538	5674252	.6210
H3K36me3	MCW_CT_ROA_199	5545665	5545665	5545665	3933989	.7093
H3K36me3	MCW_CT_ROA_208	6603502	6603502	6603502	4673318	.7077
H3K36me3	MCW_CT_ROA_169	10590216	10590216	10590216	6773874	.6396
H3K36me3	MCW_CT_ROA_178	8211417	8211417	8211417	6076420	.7399
H3K36me3	MCW_CT_ROA_196	9520493	9520493	9520493	6982770	.7334
H3K36me3	MCW_CT_ROA_205	14091056	14091056	14091056	10108028	.7173
