Sample	Count
MCW_CT_ROA_169	421364
MCW_CT_ROA_171	599517
MCW_CT_ROA_172	612887
MCW_CT_ROA_174	246356
MCW_CT_ROA_175	139638
MCW_CT_ROA_177	336197
MCW_CT_ROA_178	818167
MCW_CT_ROA_180	475744
MCW_CT_ROA_181	514694
MCW_CT_ROA_183	625248
MCW_CT_ROA_184	338600
MCW_CT_ROA_186	465815
MCW_CT_ROA_189	381572
MCW_CT_ROA_190	468731
MCW_CT_ROA_192	337518
MCW_CT_ROA_193	314358
MCW_CT_ROA_195	610542
MCW_CT_ROA_196	776349
MCW_CT_ROA_198	546097
MCW_CT_ROA_199	513837
MCW_CT_ROA_201	549015
MCW_CT_ROA_202	448777
MCW_CT_ROA_204	494936
MCW_CT_ROA_205	438474
MCW_CT_ROA_207	384562
MCW_CT_ROA_208	411621
MCW_CT_ROA_210	239501
MCW_CT_ROA_211	485482
MCW_CT_ROA_123	262945
MCW_CT_ROA_124	166140
MCW_CT_ROA_126	402012
MCW_CT_ROA_127	123765
MCW_CT_ROA_130	206053
MCW_CT_ROA_132	245173
MCW_CT_ROA_133	317936
MCW_CT_ROA_135	272953
MCW_CT_ROA_136	400137
MCW_CT_ROA_138	436790
MCW_CT_ROA_139	431126
MCW_CT_ROA_141	356008
MCW_CT_ROA_142	147844
MCW_CT_ROA_144	257744
MCW_CT_ROA_145	459497
MCW_CT_ROA_147	152081
MCW_CT_ROA_148	296585
MCW_CT_ROA_150	242878
MCW_CT_ROA_151	269770
MCW_CT_ROA_153	341514
MCW_CT_ROA_154	282529
MCW_CT_ROA_156	324066
MCW_CT_ROA_157	345212
MCW_CT_ROA_159	421841
MCW_CT_ROA_160	398261
MCW_CT_ROA_162	289953
MCW_CT_ROA_163	316471
MCW_CT_ROA_165	277648
MCW_CT_ROA_166	339129
MCW_CT_ROA_213	689773
MCW_CT_ROA_214	247418
MCW_CT_ROA_217	736343
MCW_CT_ROA_219	826646
MCW_CT_ROA_220	755572
MCW_CT_ROA_222	828632
MCW_CT_ROA_223	1090456
MCW_CT_ROA_225	468003
MCW_CT_ROA_226	574514
MCW_CT_ROA_228	337330
MCW_CT_ROA_229	567867
MCW_CT_ROA_231	470834
MCW_CT_ROA_232	536482
MCW_CT_ROA_234	480054
MCW_CT_ROA_235	634688
MCW_CT_ROA_237	603934
MCW_CT_ROA_238	862591
MCW_CT_ROA_240	636417
MCW_CT_ROA_241	658277
MCW_CT_ROA_243	549324
MCW_CT_ROA_244	769145
MCW_CT_ROA_246	595272
MCW_CT_ROA_247	488856
MCW_CT_ROA_249	592709
MCW_CT_ROA_250	758811
MCW_CT_ROA_252	638328
MCW_CT_ROA_253	706933
MCW_CT_ROA_255	412729
MCW_CT_ROA_256	512248
