Sample	Count
MCW_CT_ROA_169	128033
MCW_CT_ROA_171	75153
MCW_CT_ROA_172	133637
MCW_CT_ROA_174	5110
MCW_CT_ROA_175	16379
MCW_CT_ROA_177	89397
MCW_CT_ROA_178	106991
MCW_CT_ROA_180	82826
MCW_CT_ROA_181	71493
MCW_CT_ROA_183	102857
MCW_CT_ROA_184	53920
MCW_CT_ROA_186	63326
MCW_CT_ROA_189	96536
MCW_CT_ROA_190	163673
MCW_CT_ROA_192	102759
MCW_CT_ROA_193	25182
MCW_CT_ROA_195	148796
MCW_CT_ROA_196	117003
MCW_CT_ROA_198	113432
MCW_CT_ROA_199	53639
MCW_CT_ROA_201	93057
MCW_CT_ROA_202	127760
MCW_CT_ROA_204	279098
MCW_CT_ROA_205	156076
MCW_CT_ROA_207	172696
MCW_CT_ROA_208	105543
MCW_CT_ROA_210	113332
MCW_CT_ROA_211	112468
MCW_CT_ROA_123	55088
MCW_CT_ROA_124	15321
MCW_CT_ROA_126	89807
MCW_CT_ROA_127	25303
MCW_CT_ROA_130	37957
MCW_CT_ROA_132	32006
MCW_CT_ROA_133	41992
MCW_CT_ROA_135	31798
MCW_CT_ROA_136	60119
MCW_CT_ROA_138	59180
MCW_CT_ROA_139	86716
MCW_CT_ROA_141	69950
MCW_CT_ROA_142	24196
MCW_CT_ROA_144	22478
MCW_CT_ROA_145	91543
MCW_CT_ROA_147	19759
MCW_CT_ROA_148	33162
MCW_CT_ROA_150	60479
MCW_CT_ROA_151	36390
MCW_CT_ROA_153	143979
MCW_CT_ROA_154	41953
MCW_CT_ROA_156	113935
MCW_CT_ROA_157	95344
MCW_CT_ROA_159	51481
MCW_CT_ROA_160	45067
MCW_CT_ROA_162	118804
MCW_CT_ROA_163	132025
MCW_CT_ROA_165	86942
MCW_CT_ROA_166	90664
MCW_CT_ROA_213	70922
MCW_CT_ROA_214	54352
MCW_CT_ROA_217	123839
MCW_CT_ROA_219	154805
MCW_CT_ROA_220	68762
MCW_CT_ROA_222	259354
MCW_CT_ROA_223	252593
MCW_CT_ROA_225	28578
MCW_CT_ROA_226	104928
MCW_CT_ROA_228	13278
MCW_CT_ROA_229	88474
MCW_CT_ROA_231	274081
MCW_CT_ROA_232	66066
MCW_CT_ROA_234	46531
MCW_CT_ROA_235	72503
MCW_CT_ROA_237	135796
MCW_CT_ROA_238	241399
MCW_CT_ROA_240	92570
MCW_CT_ROA_241	176153
MCW_CT_ROA_243	101189
MCW_CT_ROA_244	102696
MCW_CT_ROA_246	163372
MCW_CT_ROA_247	109298
MCW_CT_ROA_249	93273
MCW_CT_ROA_250	263774
MCW_CT_ROA_252	66462
MCW_CT_ROA_253	183564
MCW_CT_ROA_255	233121
MCW_CT_ROA_256	25084
