pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.56	2921	1313383	449.63
9.60	6.29	3091	1399455	452.75
9.30	6.03	3306	1503333	454.73
9.00	5.76	3532	1616772	457.75
8.70	5.51	3783	1734558	458.51
8.40	5.24	4033	1864723	462.37
8.10	4.98	4331	2013643	464.94
7.80	4.72	4669	2180616	467.04
7.50	4.46	5095	2370118	465.19
7.20	4.22	5689	2604759	457.86
6.90	3.97	6221	2848576	457.90
6.60	3.71	6828	3119969	456.94
6.30	3.46	7601	3453390	454.33
6.00	3.25	8837	3929747	444.69
5.70	3.00	9977	4396545	440.67
5.40	2.75	11272	4937780	438.06
5.10	2.51	12784	5571877	435.85
4.80	2.33	16323	6809398	417.17
4.50	2.09	18940	7864905	415.25
4.20	1.85	22070	9138613	414.07
3.90	1.64	31448	12212999	388.36
3.60	1.49	37770	14660277	388.15
3.30	1.25	44910	17559385	390.99
3.00	1.01	53184	21048906	395.78
2.70	0.92	88681	33080733	373.03
2.40	0.70	106895	40950373	383.09
2.10	0.46	125942	49874845	396.01
1.80	0.33	238716	92438090	387.23
1.50	0.19	281707	115340595	409.43
1.20	0.00	320243	140101280	437.48
0.90	0.00	637780	301900376	473.36
0.60	0.00	694690	368022867	529.77
0.30	0.00	250130	2740922233	10957.99
