pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.55	6164	896540	145.45
9.60	6.27	6534	955984	146.31
9.30	6.04	7081	1029634	145.41
9.00	5.77	7509	1101195	146.65
8.70	5.50	8033	1183676	147.35
8.40	5.23	8587	1269095	147.79
8.10	4.96	9081	1352970	148.99
7.80	4.69	9785	1463341	149.55
7.50	4.51	11320	1655272	146.23
7.20	4.24	12192	1794949	147.22
6.90	3.98	13271	1959106	147.62
6.60	3.71	14401	2139975	148.60
6.30	3.45	15698	2345251	149.40
6.00	3.18	16809	2534610	150.79
5.70	3.04	22607	3236711	143.17
5.40	2.80	25055	3599447	143.66
5.10	2.54	27585	4000597	145.03
4.80	2.28	30560	4472140	146.34
4.50	2.02	33791	4999258	147.95
4.20	1.75	36840	5538728	150.35
3.90	1.68	62169	8747870	140.71
3.60	1.43	70795	10115120	142.88
3.30	1.17	80230	11690913	145.72
3.00	0.91	89540	13339910	148.98
2.70	0.65	98981	15121733	152.77
2.40	0.51	215355	33201451	154.17
2.10	0.40	252036	40299421	159.90
1.80	0.15	286827	47767646	166.54
1.50	0.00	318160	55297642	173.80
1.20	0.00	342830	62286405	181.68
0.90	0.00	211542	2705316935	12788.56
0.60	0.00	120631	2822296034	23396.11
0.30	0.00	49030	2879964564	58738.82
