pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.67	6293	2557065	406.33
9.60	6.40	6745	2765301	409.98
9.30	6.15	7338	3014070	410.75
9.00	5.88	7962	3269842	410.68
8.70	5.62	8643	3556971	411.54
8.40	5.36	9356	3877591	414.45
8.10	5.10	10340	4279939	413.92
7.80	4.85	11323	4707330	415.73
7.50	4.59	12403	5183153	417.90
7.20	4.33	13615	5720194	420.14
6.90	4.07	15022	6347515	422.55
6.60	3.84	17433	7255219	416.18
6.30	3.59	19550	8174360	418.13
6.00	3.33	21808	9184712	421.16
5.70	3.10	26169	10818074	413.39
5.40	2.87	29667	12358919	416.59
5.10	2.62	33696	14175160	420.68
4.80	2.38	38249	16365264	427.86
4.50	2.19	49134	20499543	417.22
4.20	1.95	56601	24074899	425.34
3.90	1.71	65145	28459334	436.86
3.60	1.47	74152	33478214	451.48
3.30	1.32	105326	46444914	440.96
3.00	1.09	120945	55942871	462.55
2.70	0.85	137081	66954048	488.43
2.40	0.75	215971	104699609	484.79
2.10	0.52	242322	127317943	525.41
1.80	0.28	264361	152335427	576.24
1.50	0.23	461041	279880649	607.06
1.20	0.01	484046	333808808	689.62
0.90	0.00	836708	712657624	851.74
0.60	0.00	813161	827949420	1018.19
0.30	0.00	136360	2806674613	20582.83
