pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.85	5247	3838644	731.59
9.60	6.58	5486	4041180	736.64
9.30	6.30	5737	4268245	743.99
9.00	6.03	6009	4488991	747.04
8.70	5.75	6327	4740208	749.20
8.40	5.48	6665	5012233	752.02
8.10	5.21	7048	5357964	760.21
7.80	4.94	7479	5716191	764.30
7.50	4.67	7991	6096835	762.96
7.20	4.40	8561	6516181	761.15
6.90	4.14	9354	7053697	754.08
6.60	3.87	10145	7623968	751.50
6.30	3.61	11060	8281300	748.76
6.00	3.35	12109	9023608	745.20
5.70	3.11	13760	10020698	728.25
5.40	2.85	15300	11083772	724.43
5.10	2.59	17143	12405581	723.65
4.80	2.34	19196	13943033	726.35
4.50	2.13	23520	16462878	699.95
4.20	1.88	27077	19020057	702.44
3.90	1.63	31159	22087313	708.86
3.60	1.39	42312	28474288	672.96
3.30	1.22	49248	33959622	689.56
3.00	0.98	57215	40756102	712.33
2.70	0.74	65687	49059572	746.87
2.40	0.64	104503	74939342	717.10
2.10	0.40	118543	91925381	775.46
1.80	0.16	130208	110925317	851.91
1.50	0.13	240548	206780776	859.62
1.20	0.00	252426	247185090	979.24
0.90	0.00	482094	560324651	1162.27
0.60	0.00	468671	644929673	1376.08
0.30	0.00	69982	2830995919	40453.20
