pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.50	2639	834797	316.33
9.60	6.24	2896	917615	316.86
9.30	5.98	3152	1002617	318.09
9.00	5.76	3594	1128580	314.02
8.70	5.51	3997	1249589	312.63
8.40	5.25	4459	1387325	311.13
8.10	5.00	4943	1539817	311.51
7.80	4.75	5560	1728091	310.81
7.50	4.55	6824	2055142	301.16
7.20	4.30	7706	2309358	299.68
6.90	4.05	8721	2609783	299.25
6.60	3.80	9955	2970566	298.40
6.30	3.62	13142	3748638	285.24
6.00	3.38	15236	4335691	284.57
5.70	3.13	17498	4974484	284.29
5.40	2.89	20205	5749609	284.56
5.10	2.74	29081	7887751	271.23
4.80	2.50	33986	9240069	271.88
4.50	2.25	39684	10869577	273.90
4.20	2.01	45878	12707957	276.99
3.90	1.89	72580	19267920	265.47
3.60	1.65	85378	22999474	269.38
3.30	1.40	98588	27067947	274.56
3.00	1.17	164826	44094172	267.52
2.70	1.07	192654	52834789	274.25
2.40	0.82	222730	62962951	282.69
2.10	0.58	252329	73859004	292.71
1.80	0.50	436109	129254657	296.38
1.50	0.26	493988	153803268	311.35
1.20	0.01	544959	179742242	329.83
0.90	0.00	917924	333475894	363.29
0.60	0.00	983509	394337475	400.95
0.30	0.00	335663	2746257185	8181.59
