pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.98	5031	2041870	405.86
9.60	6.71	5418	2203304	406.66
9.30	6.45	5907	2401537	406.56
9.00	6.19	6436	2615507	406.39
8.70	5.96	7281	2913786	400.19
8.40	5.70	7995	3191995	399.25
8.10	5.44	8779	3494181	398.02
7.80	5.18	9604	3822618	398.02
7.50	4.97	11449	4439163	387.73
7.20	4.71	12709	4928103	387.76
6.90	4.45	14115	5459458	386.78
6.60	4.19	15736	6086175	386.77
6.30	4.00	19648	7371611	375.18
6.00	3.74	22054	8299620	376.33
5.70	3.48	24800	9371902	377.90
5.40	3.22	27734	10532319	379.76
5.10	3.04	36848	13522453	366.98
4.80	2.78	41290	15290632	370.32
4.50	2.52	46342	17346996	374.33
4.20	2.36	64362	23357631	362.91
3.90	2.10	72793	26781329	367.91
3.60	1.84	81765	30590306	374.12
3.30	1.60	116556	42902605	368.09
3.00	1.42	131390	49435598	376.25
2.70	1.16	146999	56739384	385.98
2.40	0.91	211116	81626798	386.64
2.10	0.75	236320	94402910	399.47
1.80	0.49	263074	109167739	414.97
1.50	0.31	373647	159733092	427.50
1.20	0.08	414153	187011737	451.55
0.90	0.00	447140	215060518	480.97
0.60	0.00	624316	329620703	527.97
0.30	0.00	349814	2569484336	7345.29
