pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.66	3878	1549226	399.49
9.60	6.39	4143	1656219	399.76
9.30	6.13	4464	1780686	398.90
9.00	5.87	4820	1921779	398.71
8.70	5.61	5216	2081353	399.03
8.40	5.35	5667	2257832	398.42
8.10	5.08	6204	2459648	396.46
7.80	4.84	6850	2710863	395.75
7.50	4.58	7538	2972250	394.30
7.20	4.33	8284	3264843	394.11
6.90	4.07	9133	3587358	392.79
6.60	3.84	10387	4037440	388.70
6.30	3.59	11535	4484043	388.73
6.00	3.34	12967	5027772	387.74
5.70	3.08	14520	5631176	387.82
5.40	2.88	17538	6636807	378.42
5.10	2.64	20083	7572130	377.04
4.80	2.39	22970	8646411	376.42
4.50	2.14	26366	9952379	377.47
4.20	1.98	34881	12656235	362.84
3.90	1.73	40604	14820312	365.00
3.60	1.49	47212	17342386	367.33
3.30	1.36	68865	24111344	350.12
3.00	1.12	81380	28943066	355.65
2.70	0.88	95422	34724317	363.90
2.40	0.74	156772	54650332	348.60
2.10	0.55	183242	66171088	361.11
1.80	0.31	211817	79821286	376.84
1.50	0.21	390098	145683317	373.45
1.20	0.03	441734	176157856	398.79
0.90	0.00	849256	365429704	430.29
0.60	0.00	927089	446858079	482.00
0.30	0.00	345768	2663484909	7703.10
