pscore	qscore	npeaks	lpeaks	avelpeak
9.90	6.51	2950	1217920	412.85
9.60	6.25	3130	1301565	415.84
9.30	5.98	3320	1392854	419.53
9.00	5.71	3548	1496081	421.67
8.70	5.44	3789	1604092	423.35
8.40	5.18	4081	1740084	426.39
8.10	4.92	4355	1875119	430.57
7.80	4.66	4713	2036208	432.04
7.50	4.40	5085	2201474	432.93
7.20	4.14	5506	2387215	433.57
6.90	3.89	6045	2617958	433.08
6.60	3.63	6663	2883772	432.80
6.30	3.38	7339	3174254	432.52
6.00	3.13	8142	3514707	431.68
5.70	2.90	9303	3969722	426.71
5.40	2.66	10484	4454379	424.87
5.10	2.41	11888	5023657	422.58
4.80	2.17	13557	5703700	420.72
4.50	1.93	17063	6889279	403.76
4.20	1.75	20010	8018368	400.72
3.90	1.52	23496	9383524	399.37
3.60	1.28	27691	11057493	399.32
3.30	1.08	41953	15554624	370.76
3.00	0.95	50394	18825404	373.56
2.70	0.72	60876	23048511	378.61
2.40	0.49	72252	28057041	388.32
2.10	0.39	143686	51527483	358.61
1.80	0.25	172017	64402345	374.40
1.50	0.01	200745	79314082	395.10
1.20	0.00	504958	200657371	397.37
0.90	0.00	571899	249123069	435.61
0.60	0.00	610340	294292651	482.18
0.30	0.00	172382	2792299183	16198.32
